,location_id,date,temperature_2m,relative_humidity_2m
174,1,2023-01-08 06:00:00+00:00,19.247,75.0
175,1,2023-01-08 07:00:00+00:00,21.147,69.0
176,1,2023-01-08 08:00:00+00:00,22.647,61.0
177,1,2023-01-08 09:00:00+00:00,23.847,58.0
178,1,2023-01-08 10:00:00+00:00,25.147,51.0
179,1,2023-01-08 11:00:00+00:00,25.747,48.0
180,1,2023-01-08 12:00:00+00:00,26.747,42.0
181,1,2023-01-08 13:00:00+00:00,26.796999,40.0
182,1,2023-01-08 14:00:00+00:00,24.347,52.0
183,1,2023-01-08 15:00:00+00:00,22.947,61.0
184,1,2023-01-08 16:00:00+00:00,21.747,67.0
185,1,2023-01-08 17:00:00+00:00,20.347,74.0
186,1,2023-01-08 18:00:00+00:00,20.347,72.0
187,1,2023-01-08 19:00:00+00:00,19.647,75.0
188,1,2023-01-08 20:00:00+00:00,18.247,81.0
189,1,2023-01-08 21:00:00+00:00,17.997,84.0
190,1,2023-01-08 22:00:00+00:00,17.247,88.0
191,1,2023-01-08 23:00:00+00:00,16.097,95.0
192,1,2023-01-09 00:00:00+00:00,15.297,98.0
193,1,2023-01-09 01:00:00+00:00,14.947,97.0
194,1,2023-01-09 02:00:00+00:00,14.597,96.0
195,1,2023-01-09 03:00:00+00:00,14.197,95.0
196,1,2023-01-09 04:00:00+00:00,13.847,95.0
197,1,2023-01-09 05:00:00+00:00,16.047,89.0
198,1,2023-01-09 06:00:00+00:00,19.247,76.0
199,1,2023-01-09 07:00:00+00:00,21.447,66.0
200,1,2023-01-09 08:00:00+00:00,23.097,59.0
201,1,2023-01-09 09:00:00+00:00,24.197,56.0
202,1,2023-01-09 10:00:00+00:00,25.546999,53.0
203,1,2023-01-09 11:00:00+00:00,26.197,50.0
204,1,2023-01-09 12:00:00+00:00,26.397,49.0
205,1,2023-01-09 13:00:00+00:00,26.046999,52.0
206,1,2023-01-09 14:00:00+00:00,25.647,51.0
207,1,2023-01-09 15:00:00+00:00,24.546999,52.0
208,1,2023-01-09 16:00:00+00:00,21.447,71.0
209,1,2023-01-09 17:00:00+00:00,20.046999,85.0
210,1,2023-01-09 18:00:00+00:00,19.897,84.0
211,1,2023-01-09 19:00:00+00:00,18.947,89.0
212,1,2023-01-09 20:00:00+00:00,18.546999,91.0
213,1,2023-01-09 21:00:00+00:00,18.447,92.0
214,1,2023-01-09 22:00:00+00:00,18.347,92.0
215,1,2023-01-09 23:00:00+00:00,17.897,93.0
216,1,2023-01-10 00:00:00+00:00,17.247,93.0
217,1,2023-01-10 01:00:00+00:00,16.947,95.0
218,1,2023-01-10 02:00:00+00:00,16.747,96.0
219,1,2023-01-10 03:00:00+00:00,16.347,97.0
220,1,2023-01-10 04:00:00+00:00,16.047,98.0
221,1,2023-01-10 05:00:00+00:00,17.296999,96.0
222,1,2023-01-10 06:00:00+00:00,18.697,87.0
223,1,2023-01-10 07:00:00+00:00,19.897,83.0
224,1,2023-01-10 08:00:00+00:00,20.897,77.0
225,1,2023-01-10 09:00:00+00:00,22.347,72.0
226,1,2023-01-10 10:00:00+00:00,23.796999,65.0
227,1,2023-01-10 11:00:00+00:00,24.897,57.0
228,1,2023-01-10 12:00:00+00:00,25.847,51.0
229,1,2023-01-10 13:00:00+00:00,25.747,50.0
230,1,2023-01-10 14:00:00+00:00,25.647,49.0
231,1,2023-01-10 15:00:00+00:00,25.097,45.0
232,1,2023-01-10 16:00:00+00:00,21.147,75.0
233,1,2023-01-10 17:00:00+00:00,20.296999,82.0
234,1,2023-01-10 18:00:00+00:00,19.897,83.0
235,1,2023-01-10 19:00:00+00:00,19.247,87.0
236,1,2023-01-10 20:00:00+00:00,18.747,90.0
237,1,2023-01-10 21:00:00+00:00,18.397,92.0
238,1,2023-01-10 22:00:00+00:00,17.997,93.0
239,1,2023-01-10 23:00:00+00:00,17.796999,93.0
240,1,2023-01-11 00:00:00+00:00,17.546999,95.0
241,1,2023-01-11 01:00:00+00:00,17.247,95.0
242,1,2023-01-11 02:00:00+00:00,16.897,96.0
243,1,2023-01-11 03:00:00+00:00,16.697,96.0
244,1,2023-01-11 04:00:00+00:00,16.546999,97.0
245,1,2023-01-11 05:00:00+00:00,17.296999,96.0
246,1,2023-01-11 06:00:00+00:00,19.046999,86.0
247,1,2023-01-11 07:00:00+00:00,20.347,80.0
248,1,2023-01-11 08:00:00+00:00,21.897,71.0
249,1,2023-01-11 09:00:00+00:00,23.546999,62.0
250,1,2023-01-11 10:00:00+00:00,24.647,54.0
251,1,2023-01-11 11:00:00+00:00,25.296999,50.0
252,1,2023-01-11 12:00:00+00:00,26.497,43.0
253,1,2023-01-11 13:00:00+00:00,26.097,48.0
254,1,2023-01-11 14:00:00+00:00,25.546999,51.0
255,1,2023-01-11 15:00:00+00:00,24.796999,50.0
256,1,2023-01-11 16:00:00+00:00,22.397,68.0
257,1,2023-01-11 17:00:00+00:00,20.296999,82.0
258,1,2023-01-11 18:00:00+00:00,19.897,83.0
259,1,2023-01-11 19:00:00+00:00,19.347,86.0
260,1,2023-01-11 20:00:00+00:00,18.847,90.0
261,1,2023-01-11 21:00:00+00:00,18.397,92.0
262,1,2023-01-11 22:00:00+00:00,17.747,95.0
263,1,2023-01-11 23:00:00+00:00,17.546999,95.0
264,1,2023-01-12 00:00:00+00:00,17.897,91.0
265,1,2023-01-12 01:00:00+00:00,17.647,93.0
266,1,2023-01-12 02:00:00+00:00,17.647,91.0
267,1,2023-01-12 03:00:00+00:00,17.546999,92.0
268,1,2023-01-12 04:00:00+00:00,17.097,93.0
269,1,2023-01-12 05:00:00+00:00,17.497,92.0
270,1,2023-01-12 06:00:00+00:00,18.296999,88.0
271,1,2023-01-12 07:00:00+00:00,19.197,83.0
272,1,2023-01-12 08:00:00+00:00,20.046999,80.0
273,1,2023-01-12 09:00:00+00:00,21.347,75.0
274,1,2023-01-12 10:00:00+00:00,22.897,65.0
275,1,2023-01-12 11:00:00+00:00,23.997,59.0
276,1,2023-01-12 12:00:00+00:00,25.697,52.0
277,1,2023-01-12 13:00:00+00:00,24.397,59.0
278,1,2023-01-12 14:00:00+00:00,23.397,62.0
279,1,2023-01-12 15:00:00+00:00,22.147,67.0
280,1,2023-01-12 16:00:00+00:00,20.997,74.0
281,1,2023-01-12 17:00:00+00:00,20.147,79.0
282,1,2023-01-12 18:00:00+00:00,19.347,81.0
283,1,2023-01-12 19:00:00+00:00,19.197,83.0
284,1,2023-01-12 20:00:00+00:00,18.847,83.0
285,1,2023-01-12 21:00:00+00:00,17.796999,90.0
286,1,2023-01-12 22:00:00+00:00,17.497,93.0
287,1,2023-01-12 23:00:00+00:00,17.397,94.0
288,1,2023-01-13 00:00:00+00:00,17.147,95.0
289,1,2023-01-13 01:00:00+00:00,17.046999,93.0
290,1,2023-01-13 02:00:00+00:00,16.847,95.0
291,1,2023-01-13 03:00:00+00:00,16.697,95.0
292,1,2023-01-13 04:00:00+00:00,16.546999,96.0
293,1,2023-01-13 05:00:00+00:00,17.147,95.0
294,1,2023-01-13 06:00:00+00:00,18.546999,85.0
295,1,2023-01-13 07:00:00+00:00,20.046999,78.0
296,1,2023-01-13 08:00:00+00:00,21.697,70.0
297,1,2023-01-13 09:00:00+00:00,23.447,61.0
298,1,2023-01-13 10:00:00+00:00,24.796999,53.0
299,1,2023-01-13 11:00:00+00:00,25.447,47.0
300,1,2023-01-13 12:00:00+00:00,25.847,45.0
301,1,2023-01-13 13:00:00+00:00,25.997,43.0
302,1,2023-01-13 14:00:00+00:00,25.747,45.0
303,1,2023-01-13 15:00:00+00:00,24.897,45.0
304,1,2023-01-13 16:00:00+00:00,22.997,56.0
305,1,2023-01-13 17:00:00+00:00,21.397,63.0
306,1,2023-01-13 18:00:00+00:00,20.247,70.0
307,1,2023-01-13 19:00:00+00:00,19.296999,81.0
308,1,2023-01-13 20:00:00+00:00,19.147,85.0
309,1,2023-01-13 21:00:00+00:00,18.296999,89.0
310,1,2023-01-13 22:00:00+00:00,17.947,92.0
311,1,2023-01-13 23:00:00+00:00,17.397,94.0
312,1,2023-01-14 00:00:00+00:00,16.947,93.0
313,1,2023-01-14 01:00:00+00:00,16.347,95.0
314,1,2023-01-14 02:00:00+00:00,16.247,95.0
315,1,2023-01-14 03:00:00+00:00,15.896999,96.0
316,1,2023-01-14 04:00:00+00:00,15.347,98.0
317,1,2023-01-14 05:00:00+00:00,16.847,96.0
318,1,2023-01-14 06:00:00+00:00,19.097,85.0
319,1,2023-01-14 07:00:00+00:00,20.997,74.0
320,1,2023-01-14 08:00:00+00:00,22.897,62.0
321,1,2023-01-14 09:00:00+00:00,24.546999,53.0
322,1,2023-01-14 10:00:00+00:00,25.597,48.0
323,1,2023-01-14 11:00:00+00:00,26.296999,43.0
324,1,2023-01-14 12:00:00+00:00,26.847,40.0
325,1,2023-01-14 13:00:00+00:00,26.796999,40.0
326,1,2023-01-14 14:00:00+00:00,26.497,42.0
327,1,2023-01-14 15:00:00+00:00,25.697,42.0
328,1,2023-01-14 16:00:00+00:00,23.447,53.0
329,1,2023-01-14 17:00:00+00:00,21.546999,60.0
330,1,2023-01-14 18:00:00+00:00,20.147,68.0
331,1,2023-01-14 19:00:00+00:00,19.497,80.0
332,1,2023-01-14 20:00:00+00:00,18.997,83.0
333,1,2023-01-14 21:00:00+00:00,18.197,85.0
334,1,2023-01-14 22:00:00+00:00,17.647,87.0
335,1,2023-01-14 23:00:00+00:00,17.347,88.0
336,1,2023-01-15 00:00:00+00:00,16.897,88.0
337,1,2023-01-15 01:00:00+00:00,16.247,92.0
338,1,2023-01-15 02:00:00+00:00,15.497,95.0
339,1,2023-01-15 03:00:00+00:00,15.197,95.0
340,1,2023-01-15 04:00:00+00:00,14.797,95.0
341,1,2023-01-15 05:00:00+00:00,16.647,89.0
342,1,2023-01-15 06:00:00+00:00,19.697,77.0
343,1,2023-01-15 07:00:00+00:00,21.247,71.0
344,1,2023-01-15 08:00:00+00:00,22.097,68.0
345,1,2023-01-15 09:00:00+00:00,23.947,60.0
346,1,2023-01-15 10:00:00+00:00,25.347,52.0
347,1,2023-01-15 11:00:00+00:00,26.147,45.0
348,1,2023-01-15 12:00:00+00:00,27.147,39.0
349,1,2023-01-15 13:00:00+00:00,27.197,38.0
350,1,2023-01-15 14:00:00+00:00,26.897,38.0
351,1,2023-01-15 15:00:00+00:00,25.347,43.0
352,1,2023-01-15 16:00:00+00:00,21.747,74.0
353,1,2023-01-15 17:00:00+00:00,20.697,78.0
354,1,2023-01-15 18:00:00+00:00,19.997,83.0
355,1,2023-01-15 19:00:00+00:00,19.697,85.0
356,1,2023-01-15 20:00:00+00:00,19.247,87.0
357,1,2023-01-15 21:00:00+00:00,18.897,90.0
358,1,2023-01-15 22:00:00+00:00,18.497,92.0
359,1,2023-01-15 23:00:00+00:00,17.897,94.0
360,1,2023-01-16 00:00:00+00:00,16.997,96.0
361,1,2023-01-16 01:00:00+00:00,16.997,94.0
362,1,2023-01-16 02:00:00+00:00,16.897,91.0
363,1,2023-01-16 03:00:00+00:00,16.647,91.0
364,1,2023-01-16 04:00:00+00:00,16.296999,92.0
365,1,2023-01-16 05:00:00+00:00,17.397,90.0
366,1,2023-01-16 06:00:00+00:00,19.247,84.0
367,1,2023-01-16 07:00:00+00:00,21.197,73.0
368,1,2023-01-16 08:00:00+00:00,22.947,63.0
369,1,2023-01-16 09:00:00+00:00,24.447,56.0
370,1,2023-01-16 10:00:00+00:00,25.796999,48.0
371,1,2023-01-16 11:00:00+00:00,26.747,41.0
372,1,2023-01-16 12:00:00+00:00,27.247,37.0
373,1,2023-01-16 13:00:00+00:00,27.296999,36.0
374,1,2023-01-16 14:00:00+00:00,27.197,37.0
375,1,2023-01-16 15:00:00+00:00,26.697,37.0
376,1,2023-01-16 16:00:00+00:00,24.247,48.0
377,1,2023-01-16 17:00:00+00:00,21.647,62.0
378,1,2023-01-16 18:00:00+00:00,20.947,67.0
379,1,2023-01-16 19:00:00+00:00,20.296999,74.0
380,1,2023-01-16 20:00:00+00:00,19.796999,76.0
381,1,2023-01-16 21:00:00+00:00,19.046999,79.0
382,1,2023-01-16 22:00:00+00:00,18.747,80.0
383,1,2023-01-16 23:00:00+00:00,17.997,83.0
384,1,2023-01-17 00:00:00+00:00,17.647,84.0
385,1,2023-01-17 01:00:00+00:00,17.097,87.0
386,1,2023-01-17 02:00:00+00:00,16.497,90.0
387,1,2023-01-17 03:00:00+00:00,16.147,92.0
388,1,2023-01-17 04:00:00+00:00,14.896999,97.0
389,1,2023-01-17 05:00:00+00:00,16.546999,92.0
390,1,2023-01-17 06:00:00+00:00,19.097,80.0
391,1,2023-01-17 07:00:00+00:00,21.497,67.0
392,1,2023-01-17 08:00:00+00:00,23.796999,54.0
393,1,2023-01-17 09:00:00+00:00,25.647,43.0
394,1,2023-01-17 10:00:00+00:00,26.747,38.0
395,1,2023-01-17 11:00:00+00:00,27.347,34.0
396,1,2023-01-17 12:00:00+00:00,27.796999,31.0
397,1,2023-01-17 13:00:00+00:00,27.697,32.0
398,1,2023-01-17 14:00:00+00:00,27.347,33.0
399,1,2023-01-17 15:00:00+00:00,26.597,33.0
400,1,2023-01-17 16:00:00+00:00,23.697,46.0
401,1,2023-01-17 17:00:00+00:00,22.046999,52.0
402,1,2023-01-17 18:00:00+00:00,20.947,63.0
403,1,2023-01-17 19:00:00+00:00,20.197,64.0
404,1,2023-01-17 20:00:00+00:00,19.997,68.0
405,1,2023-01-17 21:00:00+00:00,18.997,75.0
406,1,2023-01-17 22:00:00+00:00,18.097,80.0
407,1,2023-01-17 23:00:00+00:00,17.497,80.0
408,1,2023-01-18 00:00:00+00:00,17.397,77.0
409,1,2023-01-18 01:00:00+00:00,16.747,80.0
410,1,2023-01-18 02:00:00+00:00,15.797,85.0
411,1,2023-01-18 03:00:00+00:00,15.047,88.0
412,1,2023-01-18 04:00:00+00:00,14.547,89.0
413,1,2023-01-18 05:00:00+00:00,16.397,86.0
414,1,2023-01-18 06:00:00+00:00,19.897,73.0
415,1,2023-01-18 07:00:00+00:00,22.296999,64.0
416,1,2023-01-18 08:00:00+00:00,24.197,54.0
417,1,2023-01-18 09:00:00+00:00,25.747,46.0
418,1,2023-01-18 10:00:00+00:00,26.747,41.0
419,1,2023-01-18 11:00:00+00:00,27.397,39.0
420,1,2023-01-18 12:00:00+00:00,27.497,38.0
421,1,2023-01-18 13:00:00+00:00,27.497,38.0
422,1,2023-01-18 14:00:00+00:00,26.647,38.0
423,1,2023-01-18 15:00:00+00:00,22.997,70.0
424,1,2023-01-18 16:00:00+00:00,22.097,68.0
425,1,2023-01-18 17:00:00+00:00,21.147,74.0
426,1,2023-01-18 18:00:00+00:00,20.546999,74.0
427,1,2023-01-18 19:00:00+00:00,19.796999,78.0
428,1,2023-01-18 20:00:00+00:00,18.296999,86.0
429,1,2023-01-18 21:00:00+00:00,17.697,90.0
430,1,2023-01-18 22:00:00+00:00,17.347,91.0
431,1,2023-01-18 23:00:00+00:00,17.147,91.0
432,1,2023-01-19 00:00:00+00:00,16.647,91.0
433,1,2023-01-19 01:00:00+00:00,16.147,93.0
434,1,2023-01-19 02:00:00+00:00,15.597,95.0
435,1,2023-01-19 03:00:00+00:00,15.247,96.0
436,1,2023-01-19 04:00:00+00:00,15.297,96.0
437,1,2023-01-19 05:00:00+00:00,16.747,91.0
438,1,2023-01-19 06:00:00+00:00,19.296999,82.0
439,1,2023-01-19 07:00:00+00:00,21.197,76.0
440,1,2023-01-19 08:00:00+00:00,22.847,65.0
441,1,2023-01-19 09:00:00+00:00,24.397,58.0
442,1,2023-01-19 10:00:00+00:00,25.647,52.0
443,1,2023-01-19 11:00:00+00:00,26.497,48.0
444,1,2023-01-19 12:00:00+00:00,26.497,46.0
445,1,2023-01-19 13:00:00+00:00,26.447,46.0
446,1,2023-01-19 14:00:00+00:00,25.847,45.0
447,1,2023-01-19 15:00:00+00:00,24.697,52.0
448,1,2023-01-19 16:00:00+00:00,22.847,63.0
449,1,2023-01-19 17:00:00+00:00,21.397,69.0
450,1,2023-01-19 18:00:00+00:00,20.497,73.0
451,1,2023-01-19 19:00:00+00:00,19.697,78.0
452,1,2023-01-19 20:00:00+00:00,18.897,83.0
453,1,2023-01-19 21:00:00+00:00,17.947,87.0
454,1,2023-01-19 22:00:00+00:00,18.147,87.0
455,1,2023-01-19 23:00:00+00:00,18.097,88.0
456,1,2023-01-20 00:00:00+00:00,18.097,91.0
457,1,2023-01-20 01:00:00+00:00,17.796999,92.0
458,1,2023-01-20 02:00:00+00:00,17.347,93.0
459,1,2023-01-20 03:00:00+00:00,16.546999,97.0
460,1,2023-01-20 04:00:00+00:00,15.947,95.0
461,1,2023-01-20 05:00:00+00:00,17.247,90.0
462,1,2023-01-20 06:00:00+00:00,19.497,80.0
463,1,2023-01-20 07:00:00+00:00,21.546999,75.0
464,1,2023-01-20 08:00:00+00:00,23.397,67.0
465,1,2023-01-20 09:00:00+00:00,24.947,57.0
466,1,2023-01-20 10:00:00+00:00,25.796999,52.0
467,1,2023-01-20 11:00:00+00:00,26.347,50.0
468,1,2023-01-20 12:00:00+00:00,26.997,48.0
469,1,2023-01-20 13:00:00+00:00,27.147,45.0
470,1,2023-01-20 14:00:00+00:00,26.947,43.0
471,1,2023-01-20 15:00:00+00:00,24.597,57.0
472,1,2023-01-20 16:00:00+00:00,22.647,66.0
473,1,2023-01-20 17:00:00+00:00,21.296999,78.0
474,1,2023-01-20 18:00:00+00:00,20.546999,83.0
475,1,2023-01-20 19:00:00+00:00,20.147,86.0
476,1,2023-01-20 20:00:00+00:00,20.447,85.0
477,1,2023-01-20 21:00:00+00:00,19.897,87.0
