,location_id,date,precipitation,global_tilted_irradiance
73,3,2023-01-04 01:00:00+00:00,0.0,0.0
74,3,2023-01-04 02:00:00+00:00,0.0,0.0
75,3,2023-01-04 03:00:00+00:00,0.0,0.0
76,3,2023-01-04 04:00:00+00:00,0.0,0.0
77,3,2023-01-04 05:00:00+00:00,0.0,0.0
78,3,2023-01-04 06:00:00+00:00,0.0,0.0
79,3,2023-01-04 07:00:00+00:00,0.0,5.0
80,3,2023-01-04 08:00:00+00:00,0.0,60.0
81,3,2023-01-04 09:00:00+00:00,0.0,147.0
82,3,2023-01-04 10:00:00+00:00,0.0,262.0
83,3,2023-01-04 11:00:00+00:00,0.0,306.0
84,3,2023-01-04 12:00:00+00:00,0.0,306.00006
85,3,2023-01-04 13:00:00+00:00,0.0,262.0
86,3,2023-01-04 14:00:00+00:00,0.0,171.0
87,3,2023-01-04 15:00:00+00:00,0.0,57.000004
88,3,2023-01-04 16:00:00+00:00,0.0,1.0
89,3,2023-01-04 17:00:00+00:00,0.0,0.0
90,3,2023-01-04 18:00:00+00:00,0.0,0.0
91,3,2023-01-04 19:00:00+00:00,0.0,0.0
92,3,2023-01-04 20:00:00+00:00,0.0,0.0
93,3,2023-01-04 21:00:00+00:00,0.0,0.0
94,3,2023-01-04 22:00:00+00:00,0.0,0.0
95,3,2023-01-04 23:00:00+00:00,0.0,0.0
96,3,2023-01-05 00:00:00+00:00,0.0,0.0
97,3,2023-01-05 01:00:00+00:00,0.0,0.0
98,3,2023-01-05 02:00:00+00:00,0.0,0.0
99,3,2023-01-05 03:00:00+00:00,0.0,0.0
100,3,2023-01-05 04:00:00+00:00,0.0,0.0
101,3,2023-01-05 05:00:00+00:00,0.0,0.0
102,3,2023-01-05 06:00:00+00:00,0.0,0.0
103,3,2023-01-05 07:00:00+00:00,0.0,9.0
104,3,2023-01-05 08:00:00+00:00,0.0,78.99999
105,3,2023-01-05 09:00:00+00:00,0.0,180.0
106,3,2023-01-05 10:00:00+00:00,0.0,278.0
107,3,2023-01-05 11:00:00+00:00,0.0,330.0
108,3,2023-01-05 12:00:00+00:00,0.0,323.00003
109,3,2023-01-05 13:00:00+00:00,0.0,260.00003
110,3,2023-01-05 14:00:00+00:00,0.0,162.99998
111,3,2023-01-05 15:00:00+00:00,0.0,55.999992
112,3,2023-01-05 16:00:00+00:00,0.0,1.0
113,3,2023-01-05 17:00:00+00:00,0.0,0.0
114,3,2023-01-05 18:00:00+00:00,0.0,0.0
115,3,2023-01-05 19:00:00+00:00,0.0,0.0
116,3,2023-01-05 20:00:00+00:00,0.0,0.0
117,3,2023-01-05 21:00:00+00:00,0.0,0.0
118,3,2023-01-05 22:00:00+00:00,0.0,0.0
119,3,2023-01-05 23:00:00+00:00,0.0,0.0
120,3,2023-01-06 00:00:00+00:00,0.0,0.0
121,3,2023-01-06 01:00:00+00:00,0.0,0.0
122,3,2023-01-06 02:00:00+00:00,0.0,0.0
123,3,2023-01-06 03:00:00+00:00,0.0,0.0
124,3,2023-01-06 04:00:00+00:00,0.0,0.0
125,3,2023-01-06 05:00:00+00:00,0.0,0.0
126,3,2023-01-06 06:00:00+00:00,0.0,0.0
127,3,2023-01-06 07:00:00+00:00,0.0,7.0000005
128,3,2023-01-06 08:00:00+00:00,0.0,66.0
129,3,2023-01-06 09:00:00+00:00,0.0,151.0
130,3,2023-01-06 10:00:00+00:00,0.0,200.0
131,3,2023-01-06 11:00:00+00:00,0.0,256.00003
132,3,2023-01-06 12:00:00+00:00,0.0,304.00006
133,3,2023-01-06 13:00:00+00:00,0.0,261.0
134,3,2023-01-06 14:00:00+00:00,0.0,174.00002
135,3,2023-01-06 15:00:00+00:00,0.0,61.99999
136,3,2023-01-06 16:00:00+00:00,0.0,1.0
137,3,2023-01-06 17:00:00+00:00,0.0,0.0
138,3,2023-01-06 18:00:00+00:00,0.0,0.0
139,3,2023-01-06 19:00:00+00:00,0.0,0.0
140,3,2023-01-06 20:00:00+00:00,0.0,0.0
141,3,2023-01-06 21:00:00+00:00,0.0,0.0
142,3,2023-01-06 22:00:00+00:00,0.0,0.0
143,3,2023-01-06 23:00:00+00:00,0.0,0.0
144,3,2023-01-07 00:00:00+00:00,0.0,0.0
145,3,2023-01-07 01:00:00+00:00,0.0,0.0
146,3,2023-01-07 02:00:00+00:00,0.0,0.0
147,3,2023-01-07 03:00:00+00:00,0.0,0.0
148,3,2023-01-07 04:00:00+00:00,0.0,0.0
149,3,2023-01-07 05:00:00+00:00,0.0,0.0
150,3,2023-01-07 06:00:00+00:00,0.0,0.0
151,3,2023-01-07 07:00:00+00:00,0.0,6.0
152,3,2023-01-07 08:00:00+00:00,0.0,56.000004
153,3,2023-01-07 09:00:00+00:00,0.0,125.0
154,3,2023-01-07 10:00:00+00:00,0.0,219.99998
155,3,2023-01-07 11:00:00+00:00,0.0,326.0
156,3,2023-01-07 12:00:00+00:00,0.0,326.99997
157,3,2023-01-07 13:00:00+00:00,0.0,272.99997
158,3,2023-01-07 14:00:00+00:00,0.0,175.0
159,3,2023-01-07 15:00:00+00:00,0.0,61.000015
160,3,2023-01-07 16:00:00+00:00,0.0,1.0
161,3,2023-01-07 17:00:00+00:00,0.0,0.0
162,3,2023-01-07 18:00:00+00:00,0.0,0.0
163,3,2023-01-07 19:00:00+00:00,0.0,0.0
164,3,2023-01-07 20:00:00+00:00,0.0,0.0
165,3,2023-01-07 21:00:00+00:00,0.0,0.0
166,3,2023-01-07 22:00:00+00:00,0.0,0.0
167,3,2023-01-07 23:00:00+00:00,0.0,0.0
168,3,2023-01-08 00:00:00+00:00,0.0,0.0
169,3,2023-01-08 01:00:00+00:00,0.0,0.0
170,3,2023-01-08 02:00:00+00:00,0.0,0.0
171,3,2023-01-08 03:00:00+00:00,0.0,0.0
172,3,2023-01-08 04:00:00+00:00,0.0,0.0
173,3,2023-01-08 05:00:00+00:00,0.0,0.0
174,3,2023-01-08 06:00:00+00:00,0.0,0.0
175,3,2023-01-08 07:00:00+00:00,0.0,7.0
176,3,2023-01-08 08:00:00+00:00,0.0,62.0
177,3,2023-01-08 09:00:00+00:00,0.0,176.0
178,3,2023-01-08 10:00:00+00:00,0.0,269.00003
179,3,2023-01-08 11:00:00+00:00,0.0,299.0
180,3,2023-01-08 12:00:00+00:00,0.0,276.0
181,3,2023-01-08 13:00:00+00:00,0.0,260.0
182,3,2023-01-08 14:00:00+00:00,0.0,178.0
183,3,2023-01-08 15:00:00+00:00,0.0,63.000008
184,3,2023-01-08 16:00:00+00:00,0.0,1.0
185,3,2023-01-08 17:00:00+00:00,0.0,0.0
186,3,2023-01-08 18:00:00+00:00,0.0,0.0
187,3,2023-01-08 19:00:00+00:00,0.0,0.0
188,3,2023-01-08 20:00:00+00:00,0.0,0.0
189,3,2023-01-08 21:00:00+00:00,0.0,0.0
190,3,2023-01-08 22:00:00+00:00,0.0,0.0
191,3,2023-01-08 23:00:00+00:00,0.0,0.0
192,3,2023-01-09 00:00:00+00:00,0.0,0.0
193,3,2023-01-09 01:00:00+00:00,0.0,0.0
194,3,2023-01-09 02:00:00+00:00,0.0,0.0
195,3,2023-01-09 03:00:00+00:00,0.0,0.0
196,3,2023-01-09 04:00:00+00:00,0.0,0.0
197,3,2023-01-09 05:00:00+00:00,0.0,0.0
198,3,2023-01-09 06:00:00+00:00,0.1,0.0
199,3,2023-01-09 07:00:00+00:00,0.1,5.0
200,3,2023-01-09 08:00:00+00:00,0.2,34.0
201,3,2023-01-09 09:00:00+00:00,0.1,66.0
202,3,2023-01-09 10:00:00+00:00,0.0,115.0
203,3,2023-01-09 11:00:00+00:00,0.0,153.0
204,3,2023-01-09 12:00:00+00:00,0.1,146.0
205,3,2023-01-09 13:00:00+00:00,0.8,53.0
206,3,2023-01-09 14:00:00+00:00,1.6,34.0
207,3,2023-01-09 15:00:00+00:00,1.0,12.0
208,3,2023-01-09 16:00:00+00:00,1.6,0.0
209,3,2023-01-09 17:00:00+00:00,2.2,0.0
210,3,2023-01-09 18:00:00+00:00,2.6,0.0
211,3,2023-01-09 19:00:00+00:00,1.2,0.0
212,3,2023-01-09 20:00:00+00:00,0.5,0.0
213,3,2023-01-09 21:00:00+00:00,0.9,0.0
214,3,2023-01-09 22:00:00+00:00,0.2,0.0
215,3,2023-01-09 23:00:00+00:00,1.2,0.0
216,3,2023-01-10 00:00:00+00:00,1.8,0.0
217,3,2023-01-10 01:00:00+00:00,0.9,0.0
218,3,2023-01-10 02:00:00+00:00,0.7,0.0
219,3,2023-01-10 03:00:00+00:00,0.0,0.0
220,3,2023-01-10 04:00:00+00:00,0.6,0.0
221,3,2023-01-10 05:00:00+00:00,0.2,0.0
222,3,2023-01-10 06:00:00+00:00,0.2,0.0
223,3,2023-01-10 07:00:00+00:00,0.3,3.0
224,3,2023-01-10 08:00:00+00:00,0.3,26.0
225,3,2023-01-10 09:00:00+00:00,0.1,59.0
226,3,2023-01-10 10:00:00+00:00,0.3,64.0
227,3,2023-01-10 11:00:00+00:00,0.5,71.0
228,3,2023-01-10 12:00:00+00:00,0.3,88.0
229,3,2023-01-10 13:00:00+00:00,0.3,76.0
230,3,2023-01-10 14:00:00+00:00,0.6,41.0
231,3,2023-01-10 15:00:00+00:00,0.6,13.0
232,3,2023-01-10 16:00:00+00:00,0.5,1.0
233,3,2023-01-10 17:00:00+00:00,0.7,0.0
234,3,2023-01-10 18:00:00+00:00,0.8,0.0
235,3,2023-01-10 19:00:00+00:00,0.6,0.0
236,3,2023-01-10 20:00:00+00:00,0.5,0.0
237,3,2023-01-10 21:00:00+00:00,0.7,0.0
238,3,2023-01-10 22:00:00+00:00,0.7,0.0
239,3,2023-01-10 23:00:00+00:00,0.5,0.0
240,3,2023-01-11 00:00:00+00:00,0.4,0.0
241,3,2023-01-11 01:00:00+00:00,0.3,0.0
242,3,2023-01-11 02:00:00+00:00,0.0,0.0
243,3,2023-01-11 03:00:00+00:00,0.3,0.0
244,3,2023-01-11 04:00:00+00:00,0.2,0.0
245,3,2023-01-11 05:00:00+00:00,0.3,0.0
246,3,2023-01-11 06:00:00+00:00,0.4,0.0
247,3,2023-01-11 07:00:00+00:00,0.8,2.0
248,3,2023-01-11 08:00:00+00:00,1.0,18.0
249,3,2023-01-11 09:00:00+00:00,1.0,46.0
250,3,2023-01-11 10:00:00+00:00,0.5,82.0
251,3,2023-01-11 11:00:00+00:00,0.4,72.0
252,3,2023-01-11 12:00:00+00:00,0.3,102.0
253,3,2023-01-11 13:00:00+00:00,0.1,79.0
254,3,2023-01-11 14:00:00+00:00,0.1,51.0
255,3,2023-01-11 15:00:00+00:00,0.0,20.0
256,3,2023-01-11 16:00:00+00:00,0.0,1.0
257,3,2023-01-11 17:00:00+00:00,0.0,0.0
258,3,2023-01-11 18:00:00+00:00,0.0,0.0
259,3,2023-01-11 19:00:00+00:00,0.0,0.0
260,3,2023-01-11 20:00:00+00:00,0.0,0.0
261,3,2023-01-11 21:00:00+00:00,0.0,0.0
262,3,2023-01-11 22:00:00+00:00,0.0,0.0
263,3,2023-01-11 23:00:00+00:00,0.0,0.0
264,3,2023-01-12 00:00:00+00:00,0.0,0.0
265,3,2023-01-12 01:00:00+00:00,0.0,0.0
266,3,2023-01-12 02:00:00+00:00,0.0,0.0
267,3,2023-01-12 03:00:00+00:00,0.0,0.0
268,3,2023-01-12 04:00:00+00:00,0.0,0.0
269,3,2023-01-12 05:00:00+00:00,0.0,0.0
270,3,2023-01-12 06:00:00+00:00,0.0,0.0
271,3,2023-01-12 07:00:00+00:00,0.0,4.0
272,3,2023-01-12 08:00:00+00:00,0.0,41.0
273,3,2023-01-12 09:00:00+00:00,0.0,98.0
274,3,2023-01-12 10:00:00+00:00,0.0,193.0
275,3,2023-01-12 11:00:00+00:00,0.0,254.0
276,3,2023-01-12 12:00:00+00:00,0.0,239.0
277,3,2023-01-12 13:00:00+00:00,0.0,118.0
278,3,2023-01-12 14:00:00+00:00,0.1,39.0
279,3,2023-01-12 15:00:00+00:00,0.2,14.0
280,3,2023-01-12 16:00:00+00:00,0.1,1.0
281,3,2023-01-12 17:00:00+00:00,0.0,0.0
282,3,2023-01-12 18:00:00+00:00,0.0,0.0
283,3,2023-01-12 19:00:00+00:00,0.0,0.0
284,3,2023-01-12 20:00:00+00:00,0.0,0.0
285,3,2023-01-12 21:00:00+00:00,0.0,0.0
286,3,2023-01-12 22:00:00+00:00,0.0,0.0
287,3,2023-01-12 23:00:00+00:00,0.0,0.0
288,3,2023-01-13 00:00:00+00:00,0.0,0.0
289,3,2023-01-13 01:00:00+00:00,0.0,0.0
290,3,2023-01-13 02:00:00+00:00,0.0,0.0
291,3,2023-01-13 03:00:00+00:00,0.0,0.0
292,3,2023-01-13 04:00:00+00:00,0.0,0.0
293,3,2023-01-13 05:00:00+00:00,0.0,0.0
294,3,2023-01-13 06:00:00+00:00,0.0,0.0
295,3,2023-01-13 07:00:00+00:00,0.0,8.0
296,3,2023-01-13 08:00:00+00:00,0.0,68.0
297,3,2023-01-13 09:00:00+00:00,0.0,140.0
298,3,2023-01-13 10:00:00+00:00,0.0,210.0
299,3,2023-01-13 11:00:00+00:00,0.0,246.99998
300,3,2023-01-13 12:00:00+00:00,0.0,243.0
301,3,2023-01-13 13:00:00+00:00,0.0,198.0
302,3,2023-01-13 14:00:00+00:00,0.0,145.0
303,3,2023-01-13 15:00:00+00:00,0.0,58.0
304,3,2023-01-13 16:00:00+00:00,0.0,3.0
305,3,2023-01-13 17:00:00+00:00,0.0,0.0
306,3,2023-01-13 18:00:00+00:00,0.0,0.0
307,3,2023-01-13 19:00:00+00:00,0.0,0.0
308,3,2023-01-13 20:00:00+00:00,0.0,0.0
309,3,2023-01-13 21:00:00+00:00,0.0,0.0
310,3,2023-01-13 22:00:00+00:00,0.0,0.0
311,3,2023-01-13 23:00:00+00:00,0.0,0.0
312,3,2023-01-14 00:00:00+00:00,0.0,0.0
313,3,2023-01-14 01:00:00+00:00,0.0,0.0
314,3,2023-01-14 02:00:00+00:00,0.1,0.0
315,3,2023-01-14 03:00:00+00:00,0.1,0.0
316,3,2023-01-14 04:00:00+00:00,0.3,0.0
317,3,2023-01-14 05:00:00+00:00,0.6,0.0
318,3,2023-01-14 06:00:00+00:00,1.0,0.0
319,3,2023-01-14 07:00:00+00:00,1.5,2.0
320,3,2023-01-14 08:00:00+00:00,1.4,18.0
321,3,2023-01-14 09:00:00+00:00,0.1,69.0
322,3,2023-01-14 10:00:00+00:00,0.0,127.0
323,3,2023-01-14 11:00:00+00:00,0.0,197.0
324,3,2023-01-14 12:00:00+00:00,0.0,199.00002
325,3,2023-01-14 13:00:00+00:00,0.0,240.0
326,3,2023-01-14 14:00:00+00:00,0.0,196.0
327,3,2023-01-14 15:00:00+00:00,0.0,80.999985
328,3,2023-01-14 16:00:00+00:00,0.0,4.000001
329,3,2023-01-14 17:00:00+00:00,0.0,0.0
330,3,2023-01-14 18:00:00+00:00,0.0,0.0
331,3,2023-01-14 19:00:00+00:00,0.0,0.0
332,3,2023-01-14 20:00:00+00:00,0.0,0.0
333,3,2023-01-14 21:00:00+00:00,0.0,0.0
334,3,2023-01-14 22:00:00+00:00,0.0,0.0
335,3,2023-01-14 23:00:00+00:00,0.0,0.0
336,3,2023-01-15 00:00:00+00:00,0.0,0.0
337,3,2023-01-15 01:00:00+00:00,0.0,0.0
338,3,2023-01-15 02:00:00+00:00,0.0,0.0
339,3,2023-01-15 03:00:00+00:00,0.0,0.0
340,3,2023-01-15 04:00:00+00:00,0.0,0.0
341,3,2023-01-15 05:00:00+00:00,0.0,0.0
342,3,2023-01-15 06:00:00+00:00,0.0,0.0
343,3,2023-01-15 07:00:00+00:00,0.0,9.0
344,3,2023-01-15 08:00:00+00:00,0.0,77.0
345,3,2023-01-15 09:00:00+00:00,0.0,188.00003
346,3,2023-01-15 10:00:00+00:00,0.0,308.00003
347,3,2023-01-15 11:00:00+00:00,0.0,365.00003
348,3,2023-01-15 12:00:00+00:00,0.0,362.00003
349,3,2023-01-15 13:00:00+00:00,0.0,305.0
350,3,2023-01-15 14:00:00+00:00,0.0,202.99998
351,3,2023-01-15 15:00:00+00:00,0.0,74.99999
352,3,2023-01-15 16:00:00+00:00,0.0,4.0
353,3,2023-01-15 17:00:00+00:00,0.0,0.0
354,3,2023-01-15 18:00:00+00:00,0.0,0.0
355,3,2023-01-15 19:00:00+00:00,0.0,0.0
356,3,2023-01-15 20:00:00+00:00,0.0,0.0
357,3,2023-01-15 21:00:00+00:00,0.1,0.0
358,3,2023-01-15 22:00:00+00:00,0.2,0.0
359,3,2023-01-15 23:00:00+00:00,0.2,0.0
360,3,2023-01-16 00:00:00+00:00,0.1,0.0
361,3,2023-01-16 01:00:00+00:00,0.2,0.0
362,3,2023-01-16 02:00:00+00:00,0.1,0.0
363,3,2023-01-16 03:00:00+00:00,0.0,0.0
364,3,2023-01-16 04:00:00+00:00,0.0,0.0
365,3,2023-01-16 05:00:00+00:00,0.0,0.0
366,3,2023-01-16 06:00:00+00:00,0.0,0.0
367,3,2023-01-16 07:00:00+00:00,0.0,11.0
368,3,2023-01-16 08:00:00+00:00,0.0,58.0
369,3,2023-01-16 09:00:00+00:00,0.0,89.0
370,3,2023-01-16 10:00:00+00:00,0.0,123.0
371,3,2023-01-16 11:00:00+00:00,0.0,154.0
372,3,2023-01-16 12:00:00+00:00,0.2,165.0
373,3,2023-01-16 13:00:00+00:00,0.4,113.0
374,3,2023-01-16 14:00:00+00:00,1.4,44.0
375,3,2023-01-16 15:00:00+00:00,1.0,15.0
376,3,2023-01-16 16:00:00+00:00,0.2,2.0
377,3,2023-01-16 17:00:00+00:00,0.0,0.0
378,3,2023-01-16 18:00:00+00:00,0.0,0.0
379,3,2023-01-16 19:00:00+00:00,0.0,0.0
380,3,2023-01-16 20:00:00+00:00,0.0,0.0
381,3,2023-01-16 21:00:00+00:00,0.0,0.0
382,3,2023-01-16 22:00:00+00:00,0.0,0.0
383,3,2023-01-16 23:00:00+00:00,0.0,0.0
384,3,2023-01-17 00:00:00+00:00,0.0,0.0
385,3,2023-01-17 01:00:00+00:00,0.2,0.0
386,3,2023-01-17 02:00:00+00:00,0.2,0.0
387,3,2023-01-17 03:00:00+00:00,1.0,0.0
388,3,2023-01-17 04:00:00+00:00,0.0,0.0
389,3,2023-01-17 05:00:00+00:00,0.0,0.0
390,3,2023-01-17 06:00:00+00:00,0.0,0.0
391,3,2023-01-17 07:00:00+00:00,0.0,13.0
392,3,2023-01-17 08:00:00+00:00,0.0,99.000015
393,3,2023-01-17 09:00:00+00:00,0.0,230.00002
394,3,2023-01-17 10:00:00+00:00,0.0,291.0
395,3,2023-01-17 11:00:00+00:00,0.0,328.0
396,3,2023-01-17 12:00:00+00:00,0.0,233.0
397,3,2023-01-17 13:00:00+00:00,0.3,142.0
398,3,2023-01-17 14:00:00+00:00,0.0,50.0
399,3,2023-01-17 15:00:00+00:00,0.0,23.0
400,3,2023-01-17 16:00:00+00:00,0.0,3.0
401,3,2023-01-17 17:00:00+00:00,0.0,0.0
402,3,2023-01-17 18:00:00+00:00,0.1,0.0
403,3,2023-01-17 19:00:00+00:00,0.1,0.0
404,3,2023-01-17 20:00:00+00:00,0.0,0.0
405,3,2023-01-17 21:00:00+00:00,0.0,0.0
406,3,2023-01-17 22:00:00+00:00,0.0,0.0
407,3,2023-01-17 23:00:00+00:00,0.0,0.0
408,3,2023-01-18 00:00:00+00:00,0.0,0.0
409,3,2023-01-18 01:00:00+00:00,0.0,0.0
410,3,2023-01-18 02:00:00+00:00,0.1,0.0
411,3,2023-01-18 03:00:00+00:00,0.0,0.0
412,3,2023-01-18 04:00:00+00:00,0.1,0.0
413,3,2023-01-18 05:00:00+00:00,0.0,0.0
414,3,2023-01-18 06:00:00+00:00,1.6,0.0
415,3,2023-01-18 07:00:00+00:00,0.3,6.0
416,3,2023-01-18 08:00:00+00:00,0.0,85.0
417,3,2023-01-18 09:00:00+00:00,0.0,213.0
418,3,2023-01-18 10:00:00+00:00,0.0,332.99997
419,3,2023-01-18 11:00:00+00:00,0.0,381.00003
420,3,2023-01-18 12:00:00+00:00,0.0,379.0
421,3,2023-01-18 13:00:00+00:00,0.0,322.99997
422,3,2023-01-18 14:00:00+00:00,0.0,199.99998
423,3,2023-01-18 15:00:00+00:00,0.0,55.0
424,3,2023-01-18 16:00:00+00:00,0.0,4.0
425,3,2023-01-18 17:00:00+00:00,0.0,0.0
426,3,2023-01-18 18:00:00+00:00,0.0,0.0
427,3,2023-01-18 19:00:00+00:00,0.7,0.0
428,3,2023-01-18 20:00:00+00:00,0.7,0.0
429,3,2023-01-18 21:00:00+00:00,0.4,0.0
430,3,2023-01-18 22:00:00+00:00,0.3,0.0
431,3,2023-01-18 23:00:00+00:00,0.0,0.0
432,3,2023-01-19 00:00:00+00:00,0.0,0.0
433,3,2023-01-19 01:00:00+00:00,0.0,0.0
434,3,2023-01-19 02:00:00+00:00,0.0,0.0
435,3,2023-01-19 03:00:00+00:00,0.0,0.0
436,3,2023-01-19 04:00:00+00:00,0.0,0.0
437,3,2023-01-19 05:00:00+00:00,0.0,0.0
438,3,2023-01-19 06:00:00+00:00,0.0,0.0
439,3,2023-01-19 07:00:00+00:00,0.0,6.0
440,3,2023-01-19 08:00:00+00:00,0.0,49.0
441,3,2023-01-19 09:00:00+00:00,0.0,97.0
442,3,2023-01-19 10:00:00+00:00,0.0,88.0
443,3,2023-01-19 11:00:00+00:00,0.1,73.0
444,3,2023-01-19 12:00:00+00:00,0.0,58.0
445,3,2023-01-19 13:00:00+00:00,0.0,65.0
446,3,2023-01-19 14:00:00+00:00,0.0,68.0
447,3,2023-01-19 15:00:00+00:00,0.0,46.0
448,3,2023-01-19 16:00:00+00:00,0.0,4.0
449,3,2023-01-19 17:00:00+00:00,0.0,0.0
450,3,2023-01-19 18:00:00+00:00,0.0,0.0
451,3,2023-01-19 19:00:00+00:00,0.0,0.0
452,3,2023-01-19 20:00:00+00:00,0.0,0.0
453,3,2023-01-19 21:00:00+00:00,0.0,0.0
454,3,2023-01-19 22:00:00+00:00,0.0,0.0
455,3,2023-01-19 23:00:00+00:00,0.0,0.0
456,3,2023-01-20 00:00:00+00:00,0.0,0.0
457,3,2023-01-20 01:00:00+00:00,0.0,0.0
458,3,2023-01-20 02:00:00+00:00,0.0,0.0
459,3,2023-01-20 03:00:00+00:00,0.0,0.0
460,3,2023-01-20 04:00:00+00:00,0.0,0.0
461,3,2023-01-20 05:00:00+00:00,0.1,0.0
462,3,2023-01-20 06:00:00+00:00,0.1,0.0
463,3,2023-01-20 07:00:00+00:00,0.4,5.0
464,3,2023-01-20 08:00:00+00:00,0.5,32.0
465,3,2023-01-20 09:00:00+00:00,0.4,71.0
466,3,2023-01-20 10:00:00+00:00,0.3,105.0
467,3,2023-01-20 11:00:00+00:00,0.3,116.0
468,3,2023-01-20 12:00:00+00:00,0.3,106.0
469,3,2023-01-20 13:00:00+00:00,0.4,87.0
470,3,2023-01-20 14:00:00+00:00,0.3,79.0
471,3,2023-01-20 15:00:00+00:00,0.1,49.0
472,3,2023-01-20 16:00:00+00:00,0.1,5.0
473,3,2023-01-20 17:00:00+00:00,0.0,0.0
474,3,2023-01-20 18:00:00+00:00,0.0,0.0
475,3,2023-01-20 19:00:00+00:00,0.0,0.0
476,3,2023-01-20 20:00:00+00:00,0.0,0.0
477,3,2023-01-20 21:00:00+00:00,0.0,0.0
478,3,2023-01-20 22:00:00+00:00,0.0,0.0
