Unnamed: 0,location_id,date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust
41,1,2022-08-05 17:00:00+00:00,109.0,62.6,606,81.9,49.8,132,0.73,29
42,1,2022-08-05 18:00:00+00:00,94.1,53.6,448,46.8,32.8,140,0.71,27
43,1,2022-08-05 19:00:00+00:00,87.5,50.3,406,37.0,26.0,138,0.69,24
44,1,2022-08-05 20:00:00+00:00,89.9,53.4,415,35.3,28.2,132,0.7,20
45,1,2022-08-05 21:00:00+00:00,101.0,62.2,451,35.1,32.8,125,0.71,18
46,1,2022-08-05 22:00:00+00:00,118.0,73.8,488,32.8,33.6,121,0.74,21
47,1,2022-08-05 23:00:00+00:00,136.9,84.8,540,31.0,34.8,118,0.77,27
48,1,2022-08-06 00:00:00+00:00,118.5,73.6,516,34.0,41.2,97,0.77,24
49,1,2022-08-06 01:00:00+00:00,122.9,75.9,516,31.6,41.9,97,0.83,25
50,1,2022-08-06 02:00:00+00:00,126.2,76.8,517,28.2,42.9,97,0.88,28
51,1,2022-08-06 03:00:00+00:00,133.2,81.0,521,24.1,43.2,105,0.89,30
52,1,2022-08-06 04:00:00+00:00,142.5,87.1,524,20.8,37.5,122,0.87,31
53,1,2022-08-06 05:00:00+00:00,145.3,89.4,527,17.4,29.8,144,0.84,32
54,1,2022-08-06 06:00:00+00:00,143.9,88.9,548,19.8,36.2,173,0.79,33
55,1,2022-08-06 07:00:00+00:00,146.2,91.3,569,29.4,64.5,191,0.75,33
56,1,2022-08-06 08:00:00+00:00,156.0,98.0,598,43.9,106.1,209,0.72,33
57,1,2022-08-06 09:00:00+00:00,174.2,111.1,698,69.2,163.6,222,0.71,32
58,1,2022-08-06 10:00:00+00:00,198.8,128.1,885,96.4,211.2,221,0.7,32
59,1,2022-08-06 11:00:00+00:00,232.4,150.9,1128,128.6,261.8,212,0.7,31
60,1,2022-08-06 12:00:00+00:00,261.7,169.5,1322,156.1,357.9,165,0.74,40
61,1,2022-08-06 13:00:00+00:00,240.3,153.7,1187,151.2,297.1,156,0.75,39
62,1,2022-08-06 14:00:00+00:00,204.4,128.5,995,143.9,210.6,144,0.78,37
63,1,2022-08-06 15:00:00+00:00,171.4,105.7,761,126.5,112.8,137,0.8,35
64,1,2022-08-06 16:00:00+00:00,149.0,90.3,632,102.2,74.6,146,0.83,35
65,1,2022-08-06 17:00:00+00:00,135.0,81.3,523,71.4,52.2,163,0.83,35
66,1,2022-08-06 18:00:00+00:00,133.2,79.9,439,39.2,34.4,180,0.82,36
67,1,2022-08-06 19:00:00+00:00,142.0,85.7,452,29.7,28.5,182,0.81,36
68,1,2022-08-06 20:00:00+00:00,155.5,95.0,511,27.5,30.2,179,0.81,37
69,1,2022-08-06 21:00:00+00:00,164.4,101.7,579,27.7,34.4,170,0.82,38
70,1,2022-08-06 22:00:00+00:00,163.4,101.5,590,28.1,36.2,156,0.83,40
71,1,2022-08-06 23:00:00+00:00,162.1,99.4,587,30.2,38.8,138,0.83,42
72,1,2022-08-07 00:00:00+00:00,154.1,94.5,561,32.0,45.3,117,0.81,42
73,1,2022-08-07 01:00:00+00:00,156.5,93.6,550,30.1,43.7,114,0.79,45
74,1,2022-08-07 02:00:00+00:00,156.5,92.2,535,27.4,41.5,109,0.75,49
75,1,2022-08-07 03:00:00+00:00,153.2,89.9,512,25.1,39.9,107,0.72,52
76,1,2022-08-07 04:00:00+00:00,146.2,85.7,489,24.5,37.3,112,0.7,52
77,1,2022-08-07 05:00:00+00:00,139.7,82.0,464,24.8,34.8,121,0.68,50
78,1,2022-08-07 06:00:00+00:00,136.0,79.9,452,29.5,46.5,135,0.67,48
79,1,2022-08-07 07:00:00+00:00,135.5,80.6,464,37.3,74.9,150,0.66,47
80,1,2022-08-07 08:00:00+00:00,142.0,85.2,491,48.1,115.1,168,0.65,46
81,1,2022-08-07 09:00:00+00:00,158.3,96.6,565,68.9,170.4,182,0.64,45
82,1,2022-08-07 10:00:00+00:00,187.2,116.6,694,96.2,218.4,180,0.64,45
83,1,2022-08-07 11:00:00+00:00,212.3,133.6,859,129.6,269.6,170,0.65,45
84,1,2022-08-07 12:00:00+00:00,205.8,128.1,907,157.3,371.5,132,0.67,41
85,1,2022-08-07 13:00:00+00:00,163.4,97.8,760,136.8,298.5,127,0.63,42
86,1,2022-08-07 14:00:00+00:00,135.0,78.0,550,107.4,194.8,119,0.6,43
87,1,2022-08-07 15:00:00+00:00,116.4,65.4,325,72.3,83.5,112,0.59,45
88,1,2022-08-07 16:00:00+00:00,104.3,57.2,258,55.0,51.5,113,0.57,46
89,1,2022-08-07 17:00:00+00:00,97.8,52.7,239,41.3,43.5,118,0.56,46
90,1,2022-08-07 18:00:00+00:00,94.3,50.2,235,29.4,42.8,121,0.56,47
91,1,2022-08-07 19:00:00+00:00,92.7,49.0,233,26.9,42.8,118,0.56,48
92,1,2022-08-07 20:00:00+00:00,92.0,48.5,243,28.9,48.0,113,0.55,49
93,1,2022-08-07 21:00:00+00:00,92.0,48.7,260,31.1,53.5,106,0.54,50
94,1,2022-08-07 22:00:00+00:00,93.6,49.0,273,29.6,52.1,103,0.53,51
95,1,2022-08-07 23:00:00+00:00,96.2,51.1,288,27.1,48.8,100,0.53,51
96,1,2022-08-08 00:00:00+00:00,96.9,51.7,289,24.0,45.6,101,0.56,52
97,1,2022-08-08 01:00:00+00:00,99.7,53.9,301,23.2,45.7,97,0.58,52
98,1,2022-08-08 02:00:00+00:00,102.4,55.6,317,22.1,45.9,92,0.6,52
99,1,2022-08-08 03:00:00+00:00,104.1,56.8,334,21.9,49.6,89,0.63,52
100,1,2022-08-08 04:00:00+00:00,105.2,57.3,335,22.6,52.0,92,0.67,53
101,1,2022-08-08 05:00:00+00:00,106.2,57.9,331,24.1,55.6,98,0.66,55
102,1,2022-08-08 06:00:00+00:00,109.2,59.4,337,29.4,80.1,105,0.63,57
103,1,2022-08-08 07:00:00+00:00,115.5,63.1,351,36.6,122.0,107,0.61,58
104,1,2022-08-08 08:00:00+00:00,127.6,71.2,372,46.2,178.6,107,0.59,59
105,1,2022-08-08 09:00:00+00:00,145.8,83.6,430,61.7,263.3,105,0.58,60
106,1,2022-08-08 10:00:00+00:00,169.0,99.7,527,77.8,345.6,100,0.57,61
107,1,2022-08-08 11:00:00+00:00,191.4,115.3,651,96.4,437.8,92,0.57,61
108,1,2022-08-08 12:00:00+00:00,186.3,111.1,643,105.4,487.8,70,0.53,63
109,1,2022-08-08 13:00:00+00:00,180.7,107.6,590,101.7,434.5,65,0.52,64
110,1,2022-08-08 14:00:00+00:00,161.1,93.4,513,96.3,358.2,59,0.53,65
111,1,2022-08-08 15:00:00+00:00,140.6,78.5,417,89.4,262.7,51,0.54,66
112,1,2022-08-08 16:00:00+00:00,123.4,67.1,360,84.9,206.0,49,0.54,65
113,1,2022-08-08 17:00:00+00:00,111.1,58.8,307,80.6,154.9,48,0.54,64
114,1,2022-08-08 18:00:00+00:00,103.1,53.7,260,77.5,111.4,46,0.54,62
115,1,2022-08-08 19:00:00+00:00,99.4,51.3,249,77.4,108.0,45,0.53,62
116,1,2022-08-08 20:00:00+00:00,98.5,51.0,254,79.1,122.9,43,0.53,62
117,1,2022-08-08 21:00:00+00:00,99.4,51.8,272,86.9,146.4,38,0.53,62
118,1,2022-08-08 22:00:00+00:00,99.7,52.4,293,100.9,160.1,28,0.54,60
119,1,2022-08-08 23:00:00+00:00,99.4,52.9,321,119.7,175.0,15,0.57,58
120,1,2022-08-09 00:00:00+00:00,100.4,53.6,323,132.5,209.7,7,0.64,58
121,1,2022-08-09 01:00:00+00:00,96.4,51.8,329,132.1,197.4,4,0.67,56
122,1,2022-08-09 02:00:00+00:00,93.4,49.0,337,131.1,179.9,0,0.68,54
123,1,2022-08-09 03:00:00+00:00,94.3,48.1,342,122.2,155.6,10,0.68,60
124,1,2022-08-09 04:00:00+00:00,102.4,49.9,340,102.8,133.8,42,0.68,76
125,1,2022-08-09 05:00:00+00:00,115.0,51.7,334,76.7,110.2,86,0.69,99
126,1,2022-08-09 06:00:00+00:00,126.2,51.7,318,52.8,100.6,131,0.69,129
127,1,2022-08-09 07:00:00+00:00,131.3,52.5,294,52.1,123.1,140,0.67,144
128,1,2022-08-09 08:00:00+00:00,139.2,54.1,263,60.3,162.6,137,0.66,158
129,1,2022-08-09 09:00:00+00:00,147.6,55.5,239,78.1,217.7,129,0.64,180
130,1,2022-08-09 10:00:00+00:00,161.6,59.6,248,97.3,259.9,124,0.63,205
131,1,2022-08-09 11:00:00+00:00,177.0,62.2,272,121.4,304.0,117,0.63,234
132,1,2022-08-09 12:00:00+00:00,219.3,99.7,535,231.9,544.8,84,0.6,205
133,1,2022-08-09 13:00:00+00:00,225.8,99.0,519,223.4,469.4,91,0.58,218
134,1,2022-08-09 14:00:00+00:00,228.2,95.7,496,211.1,362.0,100,0.55,236
135,1,2022-08-09 15:00:00+00:00,226.3,90.8,467,187.5,239.9,110,0.5,259
136,1,2022-08-09 16:00:00+00:00,222.1,87.1,450,159.6,191.0,115,0.46,272
137,1,2022-08-09 17:00:00+00:00,221.2,85.2,435,125.8,161.1,118,0.43,284
138,1,2022-08-09 18:00:00+00:00,226.8,83.4,425,92.6,136.2,115,0.42,292
139,1,2022-08-09 19:00:00+00:00,229.6,82.4,434,87.9,127.7,101,0.42,288
140,1,2022-08-09 20:00:00+00:00,221.7,83.1,453,93.5,129.0,80,0.43,277
141,1,2022-08-09 21:00:00+00:00,216.1,83.1,464,98.0,128.2,58,0.46,260
142,1,2022-08-09 22:00:00+00:00,209.1,81.7,454,91.8,118.9,52,0.51,247
143,1,2022-08-09 23:00:00+00:00,194.6,77.1,434,82.1,106.7,50,0.58,231
144,1,2022-08-10 00:00:00+00:00,198.8,79.9,484,120.8,134.5,18,0.62,223
145,1,2022-08-10 01:00:00+00:00,188.6,73.1,447,108.6,124.7,22,0.61,222
146,1,2022-08-10 02:00:00+00:00,177.0,65.7,393,91.0,110.8,29,0.58,219
147,1,2022-08-10 03:00:00+00:00,163.4,59.0,327,69.8,94.3,42,0.55,210
148,1,2022-08-10 04:00:00+00:00,145.3,52.9,287,57.8,82.8,58,0.54,190
149,1,2022-08-10 05:00:00+00:00,127.6,48.4,251,47.5,72.1,77,0.54,165
150,1,2022-08-10 06:00:00+00:00,126.2,49.1,226,41.8,76.1,100,0.55,146
151,1,2022-08-10 07:00:00+00:00,136.4,54.0,233,45.5,101.5,112,0.57,157
152,1,2022-08-10 08:00:00+00:00,159.3,63.1,256,55.0,140.6,120,0.59,181
153,1,2022-08-10 09:00:00+00:00,184.4,73.1,299,74.9,200.6,127,0.6,213
154,1,2022-08-10 10:00:00+00:00,210.0,84.3,345,100.3,259.3,126,0.61,231
155,1,2022-08-10 11:00:00+00:00,229.1,93.8,400,131.9,325.7,120,0.63,248
156,1,2022-08-10 12:00:00+00:00,302.7,119.0,531,168.7,342.0,125,1.1,370
157,1,2022-08-10 13:00:00+00:00,303.6,120.1,529,169.1,314.8,124,1.11,363
158,1,2022-08-10 14:00:00+00:00,294.3,116.4,525,169.1,275.8,122,1.01,353
159,1,2022-08-10 15:00:00+00:00,281.3,110.1,514,159.6,223.4,120,0.82,342
160,1,2022-08-10 16:00:00+00:00,270.1,104.3,497,137.4,187.8,120,0.66,338
161,1,2022-08-10 17:00:00+00:00,262.6,99.7,474,107.2,152.6,121,0.6,336
162,1,2022-08-10 18:00:00+00:00,258.9,96.6,447,73.8,115.7,120,0.58,332
163,1,2022-08-10 19:00:00+00:00,253.3,93.6,435,61.6,100.9,117,0.59,325
164,1,2022-08-10 20:00:00+00:00,244.0,91.0,427,55.5,93.9,112,0.63,317
165,1,2022-08-10 21:00:00+00:00,233.8,86.8,410,51.5,87.2,104,0.69,304
166,1,2022-08-10 22:00:00+00:00,224.9,82.9,387,50.8,81.7,96,0.73,295
167,1,2022-08-10 23:00:00+00:00,216.5,77.5,358,52.9,77.4,88,0.76,285
168,1,2022-08-11 00:00:00+00:00,231.9,87.5,414,51.5,96.3,89,0.87,295
169,1,2022-08-11 01:00:00+00:00,229.6,82.9,396,51.5,94.8,85,0.89,293
170,1,2022-08-11 02:00:00+00:00,218.9,76.6,369,51.2,92.7,80,0.93,290
171,1,2022-08-11 03:00:00+00:00,204.0,70.5,335,48.5,87.2,80,0.88,279
172,1,2022-08-11 04:00:00+00:00,184.4,64.5,309,41.3,74.1,92,0.87,261
173,1,2022-08-11 05:00:00+00:00,168.1,59.5,283,31.8,57.4,110,0.83,236
174,1,2022-08-11 06:00:00+00:00,161.6,58.1,273,27.0,58.2,129,0.86,210
175,1,2022-08-11 07:00:00+00:00,164.8,61.7,295,33.4,90.1,133,0.86,201
176,1,2022-08-11 08:00:00+00:00,177.4,71.7,336,45.8,140.1,132,0.84,197
177,1,2022-08-11 09:00:00+00:00,197.9,87.8,400,70.9,214.2,127,0.84,194
178,1,2022-08-11 10:00:00+00:00,221.7,106.4,460,103.1,283.1,118,0.84,189
179,1,2022-08-11 11:00:00+00:00,239.3,119.7,528,142.7,359.8,106,0.83,185
180,1,2022-08-11 12:00:00+00:00,264.5,90.3,392,183.5,379.5,148,0.89,373
181,1,2022-08-11 13:00:00+00:00,277.5,92.7,383,162.6,318.9,156,0.84,389
182,1,2022-08-11 14:00:00+00:00,285.0,91.5,370,132.9,232.6,167,0.78,411
183,1,2022-08-11 15:00:00+00:00,286.8,88.5,352,96.9,138.5,177,0.72,437
184,1,2022-08-11 16:00:00+00:00,285.0,85.7,339,78.0,107.6,177,0.7,446
185,1,2022-08-11 17:00:00+00:00,283.1,83.6,327,62.5,95.2,172,0.69,452
186,1,2022-08-11 18:00:00+00:00,284.1,81.7,317,49.8,90.3,161,0.68,457
187,1,2022-08-11 19:00:00+00:00,288.7,81.3,321,49.9,93.9,148,0.66,464
188,1,2022-08-11 20:00:00+00:00,290.6,81.5,331,56.0,105.0,131,0.65,471
189,1,2022-08-11 21:00:00+00:00,288.7,81.5,341,61.8,114.2,111,0.65,471
190,1,2022-08-11 22:00:00+00:00,282.2,80.8,340,59.5,109.3,100,0.66,461
191,1,2022-08-11 23:00:00+00:00,271.9,78.2,336,54.7,99.1,90,0.72,444
192,1,2022-08-12 00:00:00+00:00,246.8,73.1,359,87.5,142.8,47,0.75,383
193,1,2022-08-12 01:00:00+00:00,245.9,68.9,346,78.7,130.2,51,0.78,387
194,1,2022-08-12 02:00:00+00:00,237.0,65.7,327,66.1,112.3,56,0.81,393
195,1,2022-08-12 03:00:00+00:00,242.1,65.4,310,50.8,92.3,70,0.79,402
196,1,2022-08-12 04:00:00+00:00,253.3,67.1,309,41.6,80.3,91,0.78,413
197,1,2022-08-12 05:00:00+00:00,259.8,70.8,315,33.5,70.6,117,0.79,425
198,1,2022-08-12 06:00:00+00:00,267.3,75.4,328,30.5,77.8,144,0.82,431
199,1,2022-08-12 07:00:00+00:00,271.0,80.6,343,38.0,109.4,151,0.82,423
200,1,2022-08-12 08:00:00+00:00,272.9,86.4,361,51.4,156.6,151,0.81,407
201,1,2022-08-12 09:00:00+00:00,269.2,91.5,381,71.7,220.6,143,0.79,378
202,1,2022-08-12 10:00:00+00:00,257.0,93.6,390,88.2,268.7,129,0.78,348
203,1,2022-08-12 11:00:00+00:00,239.3,91.5,396,106.2,318.0,110,0.76,311
204,1,2022-08-12 12:00:00+00:00,195.1,76.4,341,133.6,345.2,101,0.7,238
205,1,2022-08-12 13:00:00+00:00,182.1,75.9,356,147.0,331.6,95,0.68,219
206,1,2022-08-12 14:00:00+00:00,175.6,77.8,378,165.8,311.6,86,0.66,192
207,1,2022-08-12 15:00:00+00:00,173.7,80.1,411,175.5,276.3,80,0.62,162
208,1,2022-08-12 16:00:00+00:00,176.5,84.5,440,158.4,239.1,87,0.56,151
209,1,2022-08-12 17:00:00+00:00,183.5,90.6,473,128.4,195.1,100,0.51,146
210,1,2022-08-12 18:00:00+00:00,190.9,96.4,506,91.5,145.2,113,0.48,142
211,1,2022-08-12 19:00:00+00:00,196.0,99.9,518,73.6,121.6,115,0.46,140
212,1,2022-08-12 20:00:00+00:00,193.7,99.2,522,59.0,105.0,115,0.44,139
213,1,2022-08-12 21:00:00+00:00,188.1,96.4,515,46.2,91.7,110,0.45,139
214,1,2022-08-12 22:00:00+00:00,177.4,90.1,500,43.4,89.6,104,0.47,138
215,1,2022-08-12 23:00:00+00:00,168.6,85.0,477,45.4,93.6,95,0.48,136
216,1,2022-08-13 00:00:00+00:00,172.3,88.7,493,76.2,149.1,65,0.52,126
217,1,2022-08-13 01:00:00+00:00,169.0,86.8,484,73.6,146.4,65,0.54,129
218,1,2022-08-13 02:00:00+00:00,168.6,85.2,472,69.9,142.9,66,0.56,134
219,1,2022-08-13 03:00:00+00:00,168.1,82.9,458,65.4,140.6,70,0.62,141
220,1,2022-08-13 04:00:00+00:00,167.6,80.6,449,61.9,136.9,77,0.69,148
221,1,2022-08-13 05:00:00+00:00,170.0,79.6,441,58.5,133.7,86,0.73,156
222,1,2022-08-13 06:00:00+00:00,175.6,81.0,443,58.8,153.8,105,0.76,165
223,1,2022-08-13 07:00:00+00:00,187.2,85.2,460,65.7,207.8,129,0.73,174
224,1,2022-08-13 08:00:00+00:00,204.0,93.6,487,76.3,282.8,159,0.69,183
225,1,2022-08-13 09:00:00+00:00,225.8,108.0,527,91.0,358.2,183,0.66,180
226,1,2022-08-13 10:00:00+00:00,240.3,122.9,570,103.2,378.8,177,0.62,156
227,1,2022-08-13 11:00:00+00:00,220.3,119.2,620,116.2,380.4,159,0.57,120
228,1,2022-08-13 12:00:00+00:00,206.8,110.1,603,120.4,383.8,162,0.7,122
229,1,2022-08-13 13:00:00+00:00,165.8,93.6,561,112.6,311.8,150,0.67,100
230,1,2022-08-13 14:00:00+00:00,127.1,75.0,501,101.2,209.4,133,0.62,69
231,1,2022-08-13 15:00:00+00:00,100.4,59.3,427,82.8,96.3,120,0.57,36
232,1,2022-08-13 16:00:00+00:00,88.7,51.5,386,64.8,56.8,127,0.53,27
233,1,2022-08-13 17:00:00+00:00,86.4,49.2,351,44.2,38.0,143,0.49,26
234,1,2022-08-13 18:00:00+00:00,88.7,50.3,325,24.9,26.5,156,0.44,26
235,1,2022-08-13 19:00:00+00:00,91.7,52.4,331,22.9,24.1,150,0.39,25
236,1,2022-08-13 20:00:00+00:00,90.3,52.0,352,27.6,30.0,136,0.35,25
237,1,2022-08-13 21:00:00+00:00,88.0,51.0,374,33.3,38.5,120,0.34,26
238,1,2022-08-13 22:00:00+00:00,87.8,50.8,373,33.1,42.0,114,0.36,26
239,1,2022-08-13 23:00:00+00:00,90.3,51.2,365,31.7,45.5,111,0.38,27
240,1,2022-08-14 00:00:00+00:00,81.5,45.4,336,48.0,61.5,69,0.4,29
241,1,2022-08-14 01:00:00+00:00,82.9,45.5,334,45.5,60.3,75,0.43,29
242,1,2022-08-14 02:00:00+00:00,85.0,46.4,332,42.0,58.7,85,0.45,29
243,1,2022-08-14 03:00:00+00:00,87.5,47.5,330,37.4,57.8,96,0.44,29
244,1,2022-08-14 04:00:00+00:00,89.2,48.1,326,33.8,54.2,103,0.43,29
245,1,2022-08-14 05:00:00+00:00,90.3,48.8,323,30.4,50.3,109,0.43,30
246,1,2022-08-14 06:00:00+00:00,92.2,49.9,329,29.9,64.1,114,0.43,31
247,1,2022-08-14 07:00:00+00:00,96.2,52.7,348,34.3,99.2,116,0.44,31
248,1,2022-08-14 08:00:00+00:00,105.5,59.3,376,41.8,148.9,117,0.46,32
249,1,2022-08-14 09:00:00+00:00,119.2,69.4,418,55.2,219.6,114,0.47,32
250,1,2022-08-14 10:00:00+00:00,133.6,79.6,461,69.8,280.8,107,0.47,32
251,1,2022-08-14 11:00:00+00:00,137.8,82.9,509,87.2,346.8,97,0.45,32
252,1,2022-08-14 12:00:00+00:00,151.3,92.4,613,80.1,194.7,151,0.43,33
253,1,2022-08-14 13:00:00+00:00,153.7,94.1,616,87.7,188.8,136,0.4,33
254,1,2022-08-14 14:00:00+00:00,150.9,92.2,618,98.2,179.9,116,0.37,33
255,1,2022-08-14 15:00:00+00:00,137.4,82.7,599,104.8,161.6,95,0.35,34
256,1,2022-08-14 16:00:00+00:00,124.3,72.6,551,97.2,138.3,91,0.34,35
257,1,2022-08-14 17:00:00+00:00,112.0,64.0,484,83.3,109.5,93,0.36,36
258,1,2022-08-14 18:00:00+00:00,101.7,57.3,403,66.4,79.8,98,0.39,36
259,1,2022-08-14 19:00:00+00:00,92.2,50.9,360,59.1,71.8,102,0.43,35
260,1,2022-08-14 20:00:00+00:00,82.7,45.2,325,53.7,71.2,106,0.45,34
261,1,2022-08-14 21:00:00+00:00,72.9,39.5,290,48.1,73.2,108,0.45,32
262,1,2022-08-14 22:00:00+00:00,66.8,36.6,274,45.0,72.8,103,0.44,29
263,1,2022-08-14 23:00:00+00:00,62.9,34.8,266,43.1,73.4,95,0.45,26
264,1,2022-08-15 00:00:00+00:00,62.4,35.3,285,49.7,103.1,79,0.45,23
265,1,2022-08-15 01:00:00+00:00,61.5,34.9,285,48.9,114.6,75,0.46,23
266,1,2022-08-15 02:00:00+00:00,62.4,35.3,286,47.8,131.4,69,0.47,23
267,1,2022-08-15 03:00:00+00:00,64.3,36.1,291,48.6,159.9,64,0.46,23
268,1,2022-08-15 04:00:00+00:00,65.9,36.7,298,51.3,186.6,66,0.46,23
269,1,2022-08-15 05:00:00+00:00,68.2,38.0,308,55.6,217.6,70,0.45,24
270,1,2022-08-15 06:00:00+00:00,72.2,40.9,327,64.7,260.2,75,0.45,24
271,1,2022-08-15 07:00:00+00:00,78.7,45.6,339,74.3,294.0,76,0.45,24
272,1,2022-08-15 08:00:00+00:00,86.8,51.9,354,86.2,329.2,76,0.45,23
273,1,2022-08-15 09:00:00+00:00,98.3,60.3,404,106.3,367.0,77,0.45,23
274,1,2022-08-15 10:00:00+00:00,115.5,72.4,498,127.4,386.6,80,0.46,22
275,1,2022-08-15 11:00:00+00:00,137.8,88.0,620,152.1,400.3,84,0.48,22
276,1,2022-08-15 12:00:00+00:00,170.9,109.9,730,125.6,344.6,96,0.58,29
277,1,2022-08-15 13:00:00+00:00,188.6,122.0,804,132.8,313.6,97,0.57,28
278,1,2022-08-15 14:00:00+00:00,199.8,129.0,908,142.8,269.4,100,0.57,26
279,1,2022-08-15 15:00:00+00:00,195.1,124.3,962,149.3,218.0,105,0.55,25
280,1,2022-08-15 16:00:00+00:00,179.3,110.6,867,144.5,196.4,112,0.54,25
281,1,2022-08-15 17:00:00+00:00,165.3,98.7,702,134.4,182.1,120,0.54,26
282,1,2022-08-15 18:00:00+00:00,153.7,88.9,506,116.8,165.1,132,0.53,27
283,1,2022-08-15 19:00:00+00:00,142.5,80.6,424,99.8,150.8,141,0.52,27
284,1,2022-08-15 20:00:00+00:00,129.9,72.4,368,79.9,137.0,151,0.52,26
285,1,2022-08-15 21:00:00+00:00,113.2,62.9,319,57.2,120.8,157,0.5,25
286,1,2022-08-15 22:00:00+00:00,100.6,56.3,303,45.3,108.2,152,0.48,24
287,1,2022-08-15 23:00:00+00:00,92.0,51.8,305,36.2,96.5,143,0.46,24
288,1,2022-08-16 00:00:00+00:00,100.4,56.3,309,43.3,164.3,133,0.42,27
289,1,2022-08-16 01:00:00+00:00,98.5,55.8,320,47.5,192.4,120,0.42,26
290,1,2022-08-16 02:00:00+00:00,99.7,56.5,335,53.7,232.3,101,0.44,26
291,1,2022-08-16 03:00:00+00:00,101.5,57.7,359,64.1,278.8,79,0.46,25
292,1,2022-08-16 04:00:00+00:00,104.3,59.6,378,74.2,297.1,68,0.47,25
293,1,2022-08-16 05:00:00+00:00,106.4,61.2,399,85.9,308.6,59,0.48,26
