,location_id,date,precipitation_previous_day1,precipitation_previous_day2,precipitation_previous_day3,precipitation_previous_day4,precipitation_previous_day5,precipitation_previous_day6,precipitation_previous_day7,global_tilted_irradiance_previous_day1,global_tilted_irradiance_previous_day2,global_tilted_irradiance_previous_day3,global_tilted_irradiance_previous_day4,global_tilted_irradiance_previous_day5,global_tilted_irradiance_previous_day6,global_tilted_irradiance_previous_day7
15,3,2024-02-01 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,123.0,125.0,162.0,105.0,134.0,174.99995
16,3,2024-02-01 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,18.0,38.999992,26.999998,33.999996,41.999996
17,3,2024-02-01 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,3,2024-02-01 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,3,2024-02-01 19:00:00+00:00,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,3,2024-02-01 20:00:00+00:00,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,3,2024-02-01 21:00:00+00:00,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,3,2024-02-01 22:00:00+00:00,0.3,0.4,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,3,2024-02-01 23:00:00+00:00,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,3,2024-02-02 00:00:00+00:00,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,3,2024-02-02 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,3,2024-02-02 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,3,2024-02-02 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,3,2024-02-02 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,3,2024-02-02 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,3,2024-02-02 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,3,2024-02-02 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.999992,31.999996,33.999992,48.999985,12.999999,27.999996,47.999985
32,3,2024-02-02 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.99998,150.99998,158.99998,162.99998,44.0,91.0,160.00003
33,3,2024-02-02 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,288.0,293.0,264.0,73.0,152.0,260.00003
34,3,2024-02-02 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,389.0,394.99997,353.0,107.0,228.0,348.0
35,3,2024-02-02 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,440.99997,447.99997,419.99997,142.0,306.0,412.99997
36,3,2024-02-02 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.00003,372.0,438.0,237.0,382.0,387.00003,435.00003
37,3,2024-02-02 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,350.0,351.00003,209.0,310.0,358.0,366.99997
38,3,2024-02-02 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,265.0,241.00002,154.0,202.0,281.0,254.00003
39,3,2024-02-02 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.00003,139.00003,127.000015,86.00001,100.00001,164.00003,136.00002
40,3,2024-02-02 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,23.0,21.0,23.0,40.0,35.000004
41,3,2024-02-02 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,3,2024-02-02 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,3,2024-02-02 19:00:00+00:00,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,3,2024-02-02 20:00:00+00:00,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,3,2024-02-02 21:00:00+00:00,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,3,2024-02-02 22:00:00+00:00,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,3,2024-02-02 23:00:00+00:00,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,3,2024-02-03 00:00:00+00:00,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,3,2024-02-03 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,3,2024-02-03 02:00:00+00:00,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,3,2024-02-03 03:00:00+00:00,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,3,2024-02-03 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,3,2024-02-03 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,3,2024-02-03 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,3,2024-02-03 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,13.0,22.0,22.0,24.0,52.000004
56,3,2024-02-03 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,83.0,51.0,71.0,73.0,77.0,170.99997
57,3,2024-02-03 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,177.0,87.0,117.0,121.0,126.0,276.00003
58,3,2024-02-03 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,191.0,133.0,172.0,179.0,180.0,366.99997
59,3,2024-02-03 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.99997,203.0,135.0,227.0,239.0,233.0,435.99997
60,3,2024-02-03 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,391.0,144.0,145.0,212.0,196.0,440.0
61,3,2024-02-03 13:00:00+00:00,0.0,0.0,0.0,0.1,0.0,0.0,0.0,378.00003,357.00003,115.0,118.0,196.0,219.0,399.0
62,3,2024-02-03 14:00:00+00:00,0.0,0.0,0.0,0.1,0.0,0.0,0.0,281.0,236.0,82.0,81.0,156.0,211.00002,308.99997
63,3,2024-02-03 15:00:00+00:00,0.0,0.0,0.0,0.1,0.0,0.0,0.0,140.0,132.0,52.0,43.0,94.0,143.0,180.00002
64,3,2024-02-03 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,24.0,14.0,11.0,25.000002,38.0,45.00001
65,3,2024-02-03 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,3,2024-02-03 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,3,2024-02-03 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,3,2024-02-03 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,3,2024-02-03 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,3,2024-02-03 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,3,2024-02-03 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,3,2024-02-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,3,2024-02-04 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,3,2024-02-04 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,3,2024-02-04 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,3,2024-02-04 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,3,2024-02-04 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,3,2024-02-04 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,3,2024-02-04 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.000002,27.000002,22.000002,24.000002,51.000015,51.000015,33.0
80,3,2024-02-04 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.99999,110.99999,101.99999,75.0,166.99997,167.99997,108.000015
81,3,2024-02-04 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,202.0,238.0,129.0,266.0,270.0,173.00002
82,3,2024-02-04 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,248.99998,288.0,219.99998,345.99997,358.99997,231.0
83,3,2024-02-04 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,330.0,304.0,330.0,399.0,425.0,276.0
84,3,2024-02-04 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,368.0,434.0,299.0,436.0,430.0,447.99997
85,3,2024-02-04 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,291.0,389.99997,279.0,392.99997,385.99997,405.0
86,3,2024-02-04 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,240.00002,289.0,216.0,303.00003,298.00003,312.99997
87,3,2024-02-04 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.99998,139.99997,148.99998,128.99998,176.99997,174.99997,184.0
88,3,2024-02-04 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.999998,28.999998,28.999998,34.999996,44.999992,45.999992,47.000004
89,3,2024-02-04 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,3,2024-02-04 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,3,2024-02-04 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,3,2024-02-04 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,3,2024-02-04 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,3,2024-02-04 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,3,2024-02-04 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,3,2024-02-05 00:00:00+00:00,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,3,2024-02-05 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,3,2024-02-05 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,3,2024-02-05 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,3,2024-02-05 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,3,2024-02-05 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,3,2024-02-05 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,3,2024-02-05 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,31.0,25.0,34.0,42.000004,27.0,42.000015
104,3,2024-02-05 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,121.0,106.0,108.0,134.0,86.0,135.0
105,3,2024-02-05 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,213.0,197.0,175.0,218.0,137.0,219.0
106,3,2024-02-05 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,272.0,318.0,248.0,313.0,185.0,311.0
107,3,2024-02-05 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,311.0,373.0,317.0,404.0,224.0,397.0
108,3,2024-02-05 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,328.0,453.0,243.0,445.0,200.0,446.00003
109,3,2024-02-05 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,319.0,401.0,219.0,403.0,181.0,400.0
110,3,2024-02-05 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,295.0,300.0,169.0,312.0,142.0,305.00006
111,3,2024-02-05 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.00003,161.00003,163.00003,101.0,185.00003,85.00001,179.00003
112,3,2024-02-05 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.000008,34.000008,34.000008,29.000002,48.00001,23.000002,47.000008
113,3,2024-02-05 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,3,2024-02-05 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,3,2024-02-05 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,3,2024-02-05 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,3,2024-02-05 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,3,2024-02-05 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,3,2024-02-05 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,3,2024-02-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,3,2024-02-06 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,3,2024-02-06 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,3,2024-02-06 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,3,2024-02-06 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,3,2024-02-06 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,3,2024-02-06 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,3,2024-02-06 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.000004,40.000004,41.000004,55.000015,56.00001,56.000015,50.999985
128,3,2024-02-06 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,168.0,168.0,175.0,179.0,179.0,163.99997
129,3,2024-02-06 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.99997,301.99994,301.99997,276.99997,281.99997,282.99997,258.0
130,3,2024-02-06 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,404.0,404.0,364.0,374.0,374.0,335.00003
131,3,2024-02-06 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,459.0,458.0,427.0,441.0,442.0,386.99997
132,3,2024-02-06 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,461.00003,458.00003,454.00003,449.00003,454.00003,459.00003
133,3,2024-02-06 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.99997,405.99997,403.99997,407.99997,406.99997,398.99997,415.99994
134,3,2024-02-06 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.99994,302.99994,300.99994,312.99997,316.99994,295.99997,322.0
135,3,2024-02-06 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.99997,165.99997,165.99997,185.99997,189.99997,167.99997,192.00002
136,3,2024-02-06 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,50.000004,50.000004,43.000004,50.999996
137,3,2024-02-06 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,3,2024-02-06 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,3,2024-02-06 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,3,2024-02-06 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,3,2024-02-06 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,3,2024-02-06 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,3,2024-02-06 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,3,2024-02-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,3,2024-02-07 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,3,2024-02-07 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,3,2024-02-07 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,3,2024-02-07 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,3,2024-02-07 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,3,2024-02-07 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,3,2024-02-07 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.999992,40.999996,40.999992,58.99998,30.999996,51.99999,59.000015
152,3,2024-02-07 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,149.0,153.0,180.0,95.0,159.0,181.00002
153,3,2024-02-07 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,295.0,252.0,282.00003,149.0,249.0,285.0
154,3,2024-02-07 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.99997,407.99997,361.0,365.99997,199.0,333.0,376.99997
155,3,2024-02-07 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,464.0,424.0,424.0,238.0,397.0,447.0
156,3,2024-02-07 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.99997,420.99994,348.0,432.99997,196.0,433.99997,330.00003
157,3,2024-02-07 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.00003,305.00003,282.0,365.00003,204.0,389.00003,304.0
158,3,2024-02-07 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,215.00002,191.0,258.0,185.0,298.0,243.99998
159,3,2024-02-07 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,140.0,112.0,146.0,125.0,178.0,152.99997
160,3,2024-02-07 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.999998,33.999996,28.999998,40.999996,36.999996,48.999992,43.999992
161,3,2024-02-07 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,3,2024-02-07 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,3,2024-02-07 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,3,2024-02-07 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,3,2024-02-07 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,3,2024-02-07 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,3,2024-02-07 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,3,2024-02-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,3,2024-02-08 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,3,2024-02-08 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,3,2024-02-08 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,3,2024-02-08 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
