,location_id,date,relative_humidity_2m,us_aqi
214,2,2023-01-09 22:00:00+00:00,82.0,76.4805
215,2,2023-01-09 23:00:00+00:00,85.0,76.515945
216,2,2023-01-10 00:00:00+00:00,89.0,76.4539
217,2,2023-01-10 01:00:00+00:00,92.0,76.18794
218,2,2023-01-10 02:00:00+00:00,94.0,76.010635
219,2,2023-01-10 03:00:00+00:00,93.0,75.92199
220,2,2023-01-10 04:00:00+00:00,91.0,75.94859
221,2,2023-01-10 05:00:00+00:00,90.0,76.21455
222,2,2023-01-10 06:00:00+00:00,88.0,76.6844
223,2,2023-01-10 07:00:00+00:00,82.0,77.278366
224,2,2023-01-10 08:00:00+00:00,72.0,78.049644
225,2,2023-01-10 09:00:00+00:00,70.0,78.280136
226,2,2023-01-10 10:00:00+00:00,71.0,77.686165
227,2,2023-01-10 11:00:00+00:00,67.0,76.79078
228,2,2023-01-10 12:00:00+00:00,69.0,75.851074
229,2,2023-01-10 13:00:00+00:00,67.0,74.414894
230,2,2023-01-10 14:00:00+00:00,66.0,72.99645
231,2,2023-01-10 15:00:00+00:00,63.0,71.55142
232,2,2023-01-10 16:00:00+00:00,67.0,70.168434
233,2,2023-01-10 17:00:00+00:00,70.0,69.07801
234,2,2023-01-10 18:00:00+00:00,76.0,68.44858
235,2,2023-01-10 19:00:00+00:00,78.0,68.32446
236,2,2023-01-10 20:00:00+00:00,80.0,68.5195
237,2,2023-01-10 21:00:00+00:00,81.0,68.856384
238,2,2023-01-10 22:00:00+00:00,81.0,69.35284
239,2,2023-01-10 23:00:00+00:00,77.0,70.0
240,2,2023-01-11 00:00:00+00:00,77.0,70.82447
241,2,2023-01-11 01:00:00+00:00,82.0,71.71985
242,2,2023-01-11 02:00:00+00:00,85.0,72.686165
243,2,2023-01-11 03:00:00+00:00,87.0,73.643616
244,2,2023-01-11 04:00:00+00:00,88.0,74.46808
245,2,2023-01-11 05:00:00+00:00,86.0,75.070915
246,2,2023-01-11 06:00:00+00:00,82.0,75.47872
247,2,2023-01-11 07:00:00+00:00,78.0,75.70034
248,2,2023-01-11 08:00:00+00:00,74.0,75.629425
249,2,2023-01-11 09:00:00+00:00,71.0,75.95744
250,2,2023-01-11 10:00:00+00:00,70.0,77.07447
251,2,2023-01-11 11:00:00+00:00,67.0,78.51064
252,2,2023-01-11 12:00:00+00:00,67.0,79.97341
253,2,2023-01-11 13:00:00+00:00,68.0,81.22341
254,2,2023-01-11 14:00:00+00:00,71.0,82.34043
255,2,2023-01-11 15:00:00+00:00,72.0,83.40426
256,2,2023-01-11 16:00:00+00:00,73.0,84.42376
257,2,2023-01-11 17:00:00+00:00,76.0,85.32801
258,2,2023-01-11 18:00:00+00:00,76.0,86.06383
259,2,2023-01-11 19:00:00+00:00,72.0,86.53369
260,2,2023-01-11 20:00:00+00:00,68.0,86.799644
261,2,2023-01-11 21:00:00+00:00,69.0,86.914894
262,2,2023-01-11 22:00:00+00:00,68.0,86.8883
263,2,2023-01-11 23:00:00+00:00,65.0,86.82624
264,2,2023-01-12 00:00:00+00:00,67.0,86.68439
265,2,2023-01-12 01:00:00+00:00,69.0,86.51595
266,2,2023-01-12 02:00:00+00:00,70.0,86.19681
267,2,2023-01-12 03:00:00+00:00,72.0,85.762405
268,2,2023-01-12 04:00:00+00:00,75.0,85.28368
269,2,2023-01-12 05:00:00+00:00,74.0,84.70745
270,2,2023-01-12 06:00:00+00:00,69.0,84.01595
271,2,2023-01-12 07:00:00+00:00,68.0,83.25355
272,2,2023-01-12 08:00:00+00:00,65.0,82.491135
273,2,2023-01-12 09:00:00+00:00,63.0,81.773056
274,2,2023-01-12 10:00:00+00:00,62.0,81.11702
275,2,2023-01-12 11:00:00+00:00,63.0,80.57624
276,2,2023-01-12 12:00:00+00:00,59.0,80.19503
277,2,2023-01-12 13:00:00+00:00,62.0,79.71632
278,2,2023-01-12 14:00:00+00:00,64.0,79.3617
279,2,2023-01-12 15:00:00+00:00,66.0,79.1046
280,2,2023-01-12 16:00:00+00:00,67.0,78.9007
281,2,2023-01-12 17:00:00+00:00,69.0,78.741135
282,2,2023-01-12 18:00:00+00:00,71.0,78.608154
283,2,2023-01-12 19:00:00+00:00,71.0,78.50177
284,2,2023-01-12 20:00:00+00:00,73.0,78.41312
285,2,2023-01-12 21:00:00+00:00,75.0,78.35107
286,2,2023-01-12 22:00:00+00:00,75.0,78.28015
287,2,2023-01-12 23:00:00+00:00,77.0,78.138306
288,2,2023-01-13 00:00:00+00:00,84.0,77.91667
289,2,2023-01-13 01:00:00+00:00,86.0,77.79255
290,2,2023-01-13 02:00:00+00:00,87.0,77.69504
291,2,2023-01-13 03:00:00+00:00,88.0,77.641846
292,2,2023-01-13 04:00:00+00:00,88.0,83.1584
293,2,2023-01-13 05:00:00+00:00,84.0,91.26908
294,2,2023-01-13 06:00:00+00:00,80.0,100.104095
295,2,2023-01-13 07:00:00+00:00,77.0,101.42262
296,2,2023-01-13 08:00:00+00:00,73.0,102.19466
297,2,2023-01-13 09:00:00+00:00,71.0,102.55899
298,2,2023-01-13 10:00:00+00:00,69.0,102.08189
299,2,2023-01-13 11:00:00+00:00,68.0,101.092995
300,2,2023-01-13 12:00:00+00:00,67.0,100.38168
301,2,2023-01-13 13:00:00+00:00,68.0,100.8848
302,2,2023-01-13 14:00:00+00:00,72.0,101.9084
303,2,2023-01-13 15:00:00+00:00,81.0,103.46114
304,2,2023-01-13 16:00:00+00:00,87.0,104.61485
305,2,2023-01-13 17:00:00+00:00,89.0,105.86399
306,2,2023-01-13 18:00:00+00:00,89.0,107.529495
307,2,2023-01-13 19:00:00+00:00,89.0,108.7179
308,2,2023-01-13 20:00:00+00:00,90.0,109.88897
309,2,2023-01-13 21:00:00+00:00,89.0,111.45905
310,2,2023-01-13 22:00:00+00:00,89.0,112.682175
311,2,2023-01-13 23:00:00+00:00,90.0,113.913956
312,2,2023-01-14 00:00:00+00:00,91.0,115.46669
313,2,2023-01-14 01:00:00+00:00,90.0,116.66378
314,2,2023-01-14 02:00:00+00:00,89.0,117.843506
315,2,2023-01-14 03:00:00+00:00,89.0,118.73699
316,2,2023-01-14 04:00:00+00:00,88.0,119.14469
317,2,2023-01-14 05:00:00+00:00,85.0,119.205414
318,2,2023-01-14 06:00:00+00:00,79.0,116.76787
319,2,2023-01-14 07:00:00+00:00,74.0,111.31159
320,2,2023-01-14 08:00:00+00:00,71.0,103.80812
321,2,2023-01-14 09:00:00+00:00,68.0,100.36458
322,2,2023-01-14 10:00:00+00:00,67.0,102.625
323,2,2023-01-14 11:00:00+00:00,68.0,104.854164
324,2,2023-01-14 12:00:00+00:00,76.0,107.08334
325,2,2023-01-14 13:00:00+00:00,78.0,109.177086
326,2,2023-01-14 14:00:00+00:00,81.0,110.72917
327,2,2023-01-14 15:00:00+00:00,85.0,111.92709
328,2,2023-01-14 16:00:00+00:00,86.0,112.84375
329,2,2023-01-14 17:00:00+00:00,87.0,113.40625
330,2,2023-01-14 18:00:00+00:00,90.0,113.59376
331,2,2023-01-14 19:00:00+00:00,89.0,113.47917
332,2,2023-01-14 20:00:00+00:00,87.0,112.90625
333,2,2023-01-14 21:00:00+00:00,86.0,111.86459
334,2,2023-01-14 22:00:00+00:00,86.0,110.33332
335,2,2023-01-14 23:00:00+00:00,87.0,108.479164
336,2,2023-01-15 00:00:00+00:00,88.0,106.47916
337,2,2023-01-15 01:00:00+00:00,90.0,104.37501
338,2,2023-01-15 02:00:00+00:00,90.0,102.19791
339,2,2023-01-15 03:00:00+00:00,88.0,99.946815
340,2,2023-01-15 04:00:00+00:00,87.0,97.96986
341,2,2023-01-15 05:00:00+00:00,84.0,95.98405
342,2,2023-01-15 06:00:00+00:00,82.0,94.01597
343,2,2023-01-15 07:00:00+00:00,76.0,92.00355
344,2,2023-01-15 08:00:00+00:00,72.0,90.07093
345,2,2023-01-15 09:00:00+00:00,69.0,93.249054
346,2,2023-01-15 10:00:00+00:00,67.0,102.14261
347,2,2023-01-15 11:00:00+00:00,66.0,107.58154
348,2,2023-01-15 12:00:00+00:00,69.0,102.23804
349,2,2023-01-15 13:00:00+00:00,72.0,101.81297
350,2,2023-01-15 14:00:00+00:00,76.0,101.162384
351,2,2023-01-15 15:00:00+00:00,83.0,98.616425
352,2,2023-01-15 16:00:00+00:00,87.0,91.57921
353,2,2023-01-15 17:00:00+00:00,90.0,87.09219
354,2,2023-01-15 18:00:00+00:00,92.0,88.0851
355,2,2023-01-15 19:00:00+00:00,92.0,89.30851
356,2,2023-01-15 20:00:00+00:00,92.0,90.92199
357,2,2023-01-15 21:00:00+00:00,95.0,92.92553
358,2,2023-01-15 22:00:00+00:00,95.0,100.19084
359,2,2023-01-15 23:00:00+00:00,96.0,109.576675
360,2,2023-01-16 00:00:00+00:00,95.0,112.5
361,2,2023-01-16 01:00:00+00:00,96.0,113.35878
362,2,2023-01-16 02:00:00+00:00,96.0,114.53851
363,2,2023-01-16 03:00:00+00:00,96.0,114.43442
364,2,2023-01-16 04:00:00+00:00,95.0,111.52846
365,2,2023-01-16 05:00:00+00:00,93.0,107.16517
366,2,2023-01-16 06:00:00+00:00,89.0,108.22917
367,2,2023-01-16 07:00:00+00:00,84.0,109.84376
368,2,2023-01-16 08:00:00+00:00,80.0,112.302086
369,2,2023-01-16 09:00:00+00:00,77.0,114.96875
370,2,2023-01-16 10:00:00+00:00,77.0,117.6875
371,2,2023-01-16 11:00:00+00:00,73.0,120.05208
372,2,2023-01-16 12:00:00+00:00,73.0,127.4202
373,2,2023-01-16 13:00:00+00:00,78.0,123.86364
374,2,2023-01-16 14:00:00+00:00,86.0,123.45831
375,2,2023-01-16 15:00:00+00:00,92.0,123.885414
376,2,2023-01-16 16:00:00+00:00,94.0,123.770836
377,2,2023-01-16 17:00:00+00:00,94.0,123.0625
378,2,2023-01-16 18:00:00+00:00,94.0,121.73958
379,2,2023-01-16 19:00:00+00:00,94.0,119.82291
380,2,2023-01-16 20:00:00+00:00,94.0,117.43751
381,2,2023-01-16 21:00:00+00:00,93.0,114.843765
382,2,2023-01-16 22:00:00+00:00,92.0,112.20834
383,2,2023-01-16 23:00:00+00:00,92.0,110.156265
384,2,2023-01-17 00:00:00+00:00,91.0,108.68751
385,2,2023-01-17 01:00:00+00:00,91.0,106.875015
386,2,2023-01-17 02:00:00+00:00,90.0,105.83335
387,2,2023-01-17 03:00:00+00:00,91.0,105.13543
388,2,2023-01-17 04:00:00+00:00,92.0,104.56251
389,2,2023-01-17 05:00:00+00:00,92.0,103.93751
390,2,2023-01-17 06:00:00+00:00,88.0,103.239586
391,2,2023-01-17 07:00:00+00:00,82.0,102.38542
392,2,2023-01-17 08:00:00+00:00,76.0,100.76042
393,2,2023-01-17 09:00:00+00:00,73.0,98.65248
394,2,2023-01-17 10:00:00+00:00,75.0,95.70036
395,2,2023-01-17 11:00:00+00:00,73.0,92.491135
396,2,2023-01-17 12:00:00+00:00,68.0,89.49468
397,2,2023-01-17 13:00:00+00:00,72.0,86.71099
398,2,2023-01-17 14:00:00+00:00,81.0,83.30674
399,2,2023-01-17 15:00:00+00:00,77.0,80.52305
400,2,2023-01-17 16:00:00+00:00,84.0,78.37766
401,2,2023-01-17 17:00:00+00:00,81.0,76.11702
402,2,2023-01-17 18:00:00+00:00,80.0,74.5922
403,2,2023-01-17 19:00:00+00:00,80.0,73.77659
404,2,2023-01-17 20:00:00+00:00,78.0,73.45744
405,2,2023-01-17 21:00:00+00:00,77.0,73.5461
406,2,2023-01-17 22:00:00+00:00,77.0,74.06029
407,2,2023-01-17 23:00:00+00:00,76.0,74.84929
408,2,2023-01-18 00:00:00+00:00,80.0,75.73582
409,2,2023-01-18 01:00:00+00:00,81.0,76.57802
410,2,2023-01-18 02:00:00+00:00,84.0,77.62411
411,2,2023-01-18 03:00:00+00:00,86.0,78.83865
412,2,2023-01-18 04:00:00+00:00,85.0,80.26596
413,2,2023-01-18 05:00:00+00:00,82.0,81.79078
414,2,2023-01-18 06:00:00+00:00,80.0,83.36879
415,2,2023-01-18 07:00:00+00:00,76.0,84.84042
416,2,2023-01-18 08:00:00+00:00,72.0,86.06383
417,2,2023-01-18 09:00:00+00:00,68.0,87.26063
418,2,2023-01-18 10:00:00+00:00,65.0,88.70567
419,2,2023-01-18 11:00:00+00:00,63.0,90.03545
420,2,2023-01-18 12:00:00+00:00,57.0,91.01951
421,2,2023-01-18 13:00:00+00:00,57.0,92.57979
422,2,2023-01-18 14:00:00+00:00,59.0,94.41489
423,2,2023-01-18 15:00:00+00:00,61.0,95.90425
424,2,2023-01-18 16:00:00+00:00,62.0,97.242905
425,2,2023-01-18 17:00:00+00:00,64.0,99.04255
426,2,2023-01-18 18:00:00+00:00,62.0,100.5625
427,2,2023-01-18 19:00:00+00:00,65.0,101.92708
428,2,2023-01-18 20:00:00+00:00,66.0,103.13542
429,2,2023-01-18 21:00:00+00:00,66.0,104.145836
430,2,2023-01-18 22:00:00+00:00,67.0,104.927086
431,2,2023-01-18 23:00:00+00:00,68.0,105.67708
432,2,2023-01-19 00:00:00+00:00,71.0,106.45833
433,2,2023-01-19 01:00:00+00:00,74.0,107.35418
434,2,2023-01-19 02:00:00+00:00,78.0,108.09375
435,2,2023-01-19 03:00:00+00:00,80.0,108.541664
436,2,2023-01-19 04:00:00+00:00,81.0,108.656265
437,2,2023-01-19 05:00:00+00:00,79.0,108.56251
438,2,2023-01-19 06:00:00+00:00,77.0,108.25001
439,2,2023-01-19 07:00:00+00:00,74.0,107.8125
440,2,2023-01-19 08:00:00+00:00,73.0,107.270836
441,2,2023-01-19 09:00:00+00:00,71.0,106.71874
442,2,2023-01-19 10:00:00+00:00,67.0,106.208336
443,2,2023-01-19 11:00:00+00:00,64.0,105.89583
444,2,2023-01-19 12:00:00+00:00,65.0,105.87499
445,2,2023-01-19 13:00:00+00:00,68.0,106.52083
446,2,2023-01-19 14:00:00+00:00,73.0,107.43749
447,2,2023-01-19 15:00:00+00:00,78.0,108.38542
448,2,2023-01-19 16:00:00+00:00,76.0,109.22917
449,2,2023-01-19 17:00:00+00:00,75.0,109.88543
450,2,2023-01-19 18:00:00+00:00,77.0,110.26043
451,2,2023-01-19 19:00:00+00:00,81.0,110.29169
452,2,2023-01-19 20:00:00+00:00,81.0,110.01042
453,2,2023-01-19 21:00:00+00:00,81.0,109.437515
454,2,2023-01-19 22:00:00+00:00,81.0,108.5521
455,2,2023-01-19 23:00:00+00:00,82.0,107.34376
456,2,2023-01-20 00:00:00+00:00,84.0,105.94792
457,2,2023-01-20 01:00:00+00:00,84.0,104.47917
458,2,2023-01-20 02:00:00+00:00,79.0,103.0
459,2,2023-01-20 03:00:00+00:00,78.0,101.55208
460,2,2023-01-20 04:00:00+00:00,80.0,100.13541
461,2,2023-01-20 05:00:00+00:00,78.0,98.95389
462,2,2023-01-20 06:00:00+00:00,74.0,97.881195
463,2,2023-01-20 07:00:00+00:00,71.0,96.879425
464,2,2023-01-20 08:00:00+00:00,69.0,95.9929
